Messzeitpunkt,Temperatur,rel. Luftfeuchte,Luftdruck,UV-Intensität
2024-05-20 03:36:13.022000+00:00,13.03,82.50,997.69,5.62
2024-05-20 03:37:13.254000+00:00,13.00,82.70,997.68,5.62
2024-05-20 03:38:13.314000+00:00,13.04,82.40,997.67,5.62
2024-05-20 03:39:13.412000+00:00,13.10,82.09,997.66,5.62
2024-05-20 03:40:13.596000+00:00,13.19,81.74,997.65,5.62
2024-05-20 03:41:13.562000+00:00,13.17,81.65,997.65,5.62
2024-05-20 03:42:13.698000+00:00,13.20,81.54,997.67,5.62
2024-05-20 03:43:13.792000+00:00,13.15,81.54,997.69,11.25
2024-05-20 03:44:13.878000+00:00,13.19,81.54,997.72,11.25
2024-05-20 03:45:13.939000+00:00,13.15,81.24,997.75,11.25
2024-05-20 03:46:14.121000+00:00,13.17,81.24,997.76,11.25
2024-05-20 03:47:14.194000+00:00,13.22,81.13,997.78,11.25
2024-05-20 03:48:14.322000+00:00,13.19,80.83,997.78,11.25
2024-05-20 03:49:14.457000+00:00,13.04,81.58,997.79,11.25
2024-05-20 03:50:14.593000+00:00,13.03,81.88,997.78,16.88
2024-05-20 03:51:14.659000+00:00,13.05,81.79,997.78,16.88
2024-05-20 03:52:14.805000+00:00,13.12,81.48,997.76,16.88
2024-05-20 03:53:14.898000+00:00,13.11,81.38,997.77,16.88
2024-05-20 03:54:14.998000+00:00,12.96,82.09,997.76,16.88
2024-05-20 03:55:15.105000+00:00,12.90,82.54,997.77,22.50
2024-05-20 03:56:15.221000+00:00,12.89,82.23,997.78,22.50
2024-05-20 03:57:15.371000+00:00,12.85,82.84,997.78,22.50
2024-05-20 03:58:15.575000+00:00,12.97,82.50,997.78,22.50
2024-05-20 03:59:15.646000+00:00,13.07,81.88,997.76,22.50
2024-05-20 04:00:15.763000+00:00,13.15,81.44,997.75,28.12
2024-05-20 04:01:15.924000+00:00,13.22,81.13,997.75,28.12
2024-05-20 04:02:15.900000+00:00,13.22,80.93,997.75,28.12
2024-05-20 04:03:16.040000+00:00,13.23,80.93,997.75,28.12
2024-05-20 04:04:16.331000+00:00,13.29,80.63,997.76,33.75
2024-05-20 04:05:16.364000+00:00,13.36,80.32,997.75,33.75
2024-05-20 04:06:16.446000+00:00,13.41,80.08,997.75,33.75
2024-05-20 04:07:16.561000+00:00,13.36,80.32,997.75,33.75
2024-05-20 04:08:16.616000+00:00,13.20,80.52,997.76,33.75
2024-05-20 04:09:16.791000+00:00,13.23,80.93,997.76,39.38
2024-05-20 04:10:16.918000+00:00,13.26,80.52,997.76,39.38
2024-05-20 04:11:17.045000+00:00,13.26,80.52,997.75,39.38
2024-05-20 04:12:17.093000+00:00,13.29,80.63,997.75,45.00
2024-05-20 04:13:17.263000+00:00,13.05,81.38,997.74,45.00
2024-05-20 04:14:17.382000+00:00,13.03,81.88,997.73,45.00
2024-05-20 04:15:17.509000+00:00,13.14,81.54,997.73,45.00
2024-05-20 04:16:17.742000+00:00,13.29,81.04,997.72,50.62
2024-05-20 04:17:17.843000+00:00,13.39,80.49,997.71,50.62
2024-05-20 04:18:17.867000+00:00,13.44,80.18,997.72,50.62
2024-05-20 04:19:18.028000+00:00,13.51,79.98,997.73,50.62
2024-05-20 04:20:18.192000+00:00,13.54,79.57,997.74,56.25
2024-05-20 04:21:18.235000+00:00,13.57,79.68,997.75,56.25
2024-05-20 04:22:18.368000+00:00,13.62,79.53,997.75,56.25
2024-05-20 04:23:18.515000+00:00,13.62,79.43,997.75,56.25
2024-05-20 04:24:18.673000+00:00,13.67,79.33,997.74,61.88
2024-05-20 04:25:18.769000+00:00,13.70,79.13,997.75,61.88
2024-05-20 04:26:18.828000+00:00,13.70,79.02,997.75,61.88
2024-05-20 04:27:18.967000+00:00,13.70,78.92,997.76,61.88
2024-05-20 04:28:19.181000+00:00,13.69,79.02,997.75,67.50
2024-05-20 04:29:19.240000+00:00,13.67,79.02,997.75,67.50
2024-05-20 04:30:19.395000+00:00,13.70,78.92,997.74,67.50
2024-05-20 04:31:19.454000+00:00,13.73,78.82,997.74,67.50
2024-05-20 04:32:19.663000+00:00,13.78,78.72,997.75,73.12
2024-05-20 04:33:19.747000+00:00,13.79,78.52,997.76,73.12
2024-05-20 04:34:19.908000+00:00,13.79,78.62,997.77,73.12
2024-05-20 04:35:19.959000+00:00,13.81,78.41,997.77,73.12
2024-05-20 04:36:20.016000+00:00,13.82,78.31,997.77,78.75
2024-05-20 04:37:20.179000+00:00,13.82,78.28,997.76,78.75
2024-05-20 04:38:20.222000+00:00,13.71,78.31,997.75,78.75
2024-05-20 04:39:20.391000+00:00,13.60,79.06,997.75,78.75
2024-05-20 04:40:20.521000+00:00,13.64,79.23,997.74,84.38
2024-05-20 04:41:20.565000+00:00,13.64,79.13,997.74,84.38
2024-05-20 04:42:20.695000+00:00,13.69,78.82,997.74,84.38
2024-05-20 04:43:20.867000+00:00,13.67,78.41,997.73,84.38
2024-05-20 04:44:21.002000+00:00,13.62,78.92,997.73,90.00
2024-05-20 04:45:21.056000+00:00,13.45,79.77,997.73,90.00
2024-05-20 04:46:21.259000+00:00,13.62,79.27,997.73,90.00
2024-05-20 04:47:21.363000+00:00,13.60,78.82,997.72,90.00
2024-05-20 04:48:21.394000+00:00,13.46,79.68,997.72,95.62
2024-05-20 04:49:21.617000+00:00,13.62,79.33,997.71,95.62
2024-05-20 04:50:21.674000+00:00,13.71,78.92,997.71,95.62
2024-05-20 04:51:21.812000+00:00,13.69,78.62,997.72,95.62
2024-05-20 04:52:21.971000+00:00,13.64,78.92,997.73,101.25
2024-05-20 04:53:22.099000+00:00,13.66,78.92,997.74,101.25
2024-05-20 04:54:22.271000+00:00,13.39,79.57,997.76,101.25
2024-05-20 04:55:22.369000+00:00,13.38,80.52,997.77,101.25
2024-05-20 04:56:22.408000+00:00,13.49,79.98,997.77,106.88
2024-05-20 04:57:22.545000+00:00,13.66,79.43,997.77,106.88
2024-05-20 04:58:22.731000+00:00,13.75,78.92,997.76,106.88
2024-05-20 04:59:22.800000+00:00,13.85,78.58,997.74,106.88
2024-05-20 05:00:22.863000+00:00,13.79,78.72,997.73,106.88
2024-05-20 05:01:23.087000+00:00,13.73,79.13,997.70,112.50
2024-05-20 05:02:23.106000+00:00,13.82,78.99,997.69,112.50
2024-05-20 05:03:23.328000+00:00,13.96,78.48,997.68,112.50
2024-05-20 05:04:23.555000+00:00,14.03,78.17,997.68,112.50
2024-05-20 05:05:23.580000+00:00,14.09,77.94,997.68,118.12
2024-05-20 05:06:23.587000+00:00,14.12,77.63,997.69,118.12
2024-05-20 05:07:23.756000+00:00,14.10,77.73,997.71,118.12
2024-05-20 05:08:23.842000+00:00,14.14,77.83,997.72,118.12
2024-05-20 05:09:23.966000+00:00,14.14,77.83,997.73,118.12
2024-05-20 05:10:24.034000+00:00,14.03,77.87,997.73,123.75
2024-05-20 05:11:24.890000+00:00,13.97,78.48,997.72,123.75
2024-05-20 05:12:24.262000+00:00,14.07,78.14,997.71,123.75
2024-05-20 05:13:24.409000+00:00,14.15,77.83,997.70,123.75
2024-05-20 05:14:24.596000+00:00,14.25,77.63,997.69,123.75
2024-05-20 05:15:24.669000+00:00,14.29,77.33,997.69,123.75
2024-05-20 05:16:24.754000+00:00,14.28,77.43,997.69,129.38
2024-05-20 05:17:24.952000+00:00,14.07,77.83,997.69,129.38
2024-05-20 05:18:25.015000+00:00,13.92,78.68,997.69,129.38
2024-05-20 05:19:25.191000+00:00,13.92,79.09,997.68,129.38
2024-05-20 05:20:25.242000+00:00,14.07,78.64,997.67,129.38
2024-05-20 05:21:25.415000+00:00,14.22,78.04,997.66,129.38
2024-05-20 05:22:25.542000+00:00,14.29,77.59,997.67,135.00
2024-05-20 05:23:25.602000+00:00,14.36,77.49,997.69,135.00
2024-05-20 05:24:25.765000+00:00,14.47,77.19,997.70,135.00
2024-05-20 05:25:25.915000+00:00,14.54,76.85,997.71,135.00
2024-05-20 05:26:25.991000+00:00,14.57,76.75,997.72,135.00
2024-05-20 05:27:26.041000+00:00,14.60,76.64,997.73,135.00
2024-05-20 05:28:26.896000+00:00,14.64,76.64,997.74,140.62
2024-05-20 05:29:26.284000+00:00,14.64,76.64,997.73,140.62
2024-05-20 05:30:26.440000+00:00,14.65,76.54,997.73,140.62
2024-05-20 05:31:26.627000+00:00,14.70,76.54,997.72,140.62
2024-05-20 05:32:26.866000+00:00,14.72,76.51,997.72,140.62
2024-05-20 05:33:26.866000+00:00,14.61,76.95,997.73,140.62
2024-05-20 05:34:26.941000+00:00,14.62,77.15,997.74,140.62
2024-05-20 05:35:27.086000+00:00,14.73,76.71,997.76,140.62
2024-05-20 05:36:28.205000+00:00,14.83,76.31,997.77,146.25
2024-05-20 05:37:27.364000+00:00,14.73,76.14,997.79,146.25
2024-05-20 05:38:27.527000+00:00,14.62,76.75,997.78,146.25
2024-05-20 05:39:27.582000+00:00,14.65,76.75,997.79,140.62
2024-05-20 05:40:27.750000+00:00,14.57,77.05,997.78,140.62
2024-05-20 05:41:27.888000+00:00,14.45,77.49,997.80,140.62
2024-05-20 05:42:27.948000+00:00,14.57,77.45,997.82,140.62
2024-05-20 05:43:28.089000+00:00,14.51,77.66,997.84,146.25
2024-05-20 05:44:30.670000+00:00,14.65,77.36,997.86,151.88
2024-05-20 05:45:28.333000+00:00,14.68,77.15,997.87,151.88
2024-05-20 05:46:28.479000+00:00,14.72,76.95,997.87,151.88
2024-05-20 05:47:28.822000+00:00,14.83,76.91,997.87,151.88
2024-05-20 05:48:28.776000+00:00,14.92,76.40,997.85,157.50
2024-05-20 05:49:28.904000+00:00,15.01,76.17,997.84,157.50
2024-05-20 05:50:29.113000+00:00,15.02,75.76,997.83,157.50
2024-05-20 05:51:29.140000+00:00,15.10,75.76,997.83,163.12
2024-05-20 05:52:29.317000+00:00,14.98,76.20,997.83,163.12
2024-05-20 05:53:29.388000+00:00,15.11,76.06,997.83,163.12
2024-05-20 05:54:29.525000+00:00,15.19,75.62,997.83,168.75
2024-05-20 05:55:29.659000+00:00,15.02,75.66,997.82,168.75
2024-05-20 05:56:29.811000+00:00,15.01,76.37,997.81,168.75
2024-05-20 05:57:29.866000+00:00,15.17,76.06,997.81,168.75
2024-05-20 05:58:30.029000+00:00,15.14,75.56,997.80,168.75
2024-05-20 05:59:30.099000+00:00,14.88,76.31,997.80,168.75
2024-05-20 06:00:30.273000+00:00,14.69,77.25,997.81,168.75
2024-05-20 06:01:30.411000+00:00,14.46,78.10,997.82,168.75
2024-05-20 06:02:30.440000+00:00,14.52,78.37,997.84,168.75
2024-05-20 06:03:30.709000+00:00,14.55,78.37,997.86,168.75
2024-05-20 06:04:30.836000+00:00,14.65,78.17,997.87,168.75
2024-05-20 06:05:30.889000+00:00,14.70,77.86,997.87,168.75
2024-05-20 06:06:30.938000+00:00,14.73,77.86,997.87,168.75
2024-05-20 06:07:31.068000+00:00,14.70,78.17,997.86,168.75
2024-05-20 06:08:31.241000+00:00,14.69,77.86,997.85,168.75
2024-05-20 06:09:31.309000+00:00,14.81,77.83,997.84,168.75
2024-05-20 06:10:31.516000+00:00,14.92,77.22,997.83,168.75
2024-05-20 06:11:31.594000+00:00,14.86,77.52,997.82,168.75
2024-05-20 06:12:31.660000+00:00,15.06,77.18,997.81,168.75
2024-05-20 06:13:31.836000+00:00,15.27,76.43,997.82,168.75
2024-05-20 06:14:31.880000+00:00,15.19,76.03,997.82,168.75
2024-05-20 06:15:32.021000+00:00,15.23,76.43,997.83,168.75
2024-05-20 06:16:32.152000+00:00,15.32,76.03,997.84,168.75
2024-05-20 06:17:32.397000+00:00,15.19,76.67,997.85,168.75
2024-05-20 06:18:32.487000+00:00,15.28,76.43,997.86,168.75
2024-05-20 06:19:35.171000+00:00,15.17,76.37,997.87,168.75
2024-05-20 06:20:32.669000+00:00,15.16,76.78,997.88,168.75
2024-05-20 06:21:32.730000+00:00,15.13,76.47,997.89,168.75
2024-05-20 06:22:32.862000+00:00,15.13,76.87,997.90,168.75
2024-05-20 06:23:33.031000+00:00,15.27,76.64,997.90,168.75
2024-05-20 06:24:33.117000+00:00,15.43,75.99,997.90,168.75
2024-05-20 06:25:33.238000+00:00,15.29,75.93,997.90,168.75
2024-05-20 06:26:33.365000+00:00,15.31,76.33,997.90,168.75
2024-05-20 06:27:33.510000+00:00,15.16,76.78,997.90,168.75
2024-05-20 06:28:33.645000+00:00,15.14,77.08,997.91,168.75
2024-05-20 06:29:33.798000+00:00,15.13,77.28,997.93,168.75
2024-05-20 06:30:33.844000+00:00,15.31,76.94,997.95,168.75
2024-05-20 06:31:34.004000+00:00,15.50,76.29,997.97,168.75
2024-05-20 06:32:34.142000+00:00,15.23,76.43,997.99,168.75
2024-05-20 06:33:34.287000+00:00,15.16,77.28,998.01,174.38
2024-05-20 06:34:34.461000+00:00,15.06,77.59,998.00,174.38
2024-05-20 06:35:34.465000+00:00,15.20,77.25,998.00,174.38
2024-05-20 06:36:34.522000+00:00,15.35,76.74,998.00,174.38
2024-05-20 06:37:34.677000+00:00,15.51,76.29,997.98,174.38
2024-05-20 06:38:34.797000+00:00,15.51,76.09,997.99,174.38
2024-05-20 06:39:34.854000+00:00,15.65,75.85,998.00,174.38
2024-05-20 06:40:35.005000+00:00,15.71,75.55,997.99,174.38
2024-05-20 06:41:35.140000+00:00,15.72,75.35,997.97,174.38
2024-05-20 06:42:35.913000+00:00,15.80,75.55,997.96,174.38
2024-05-20 06:43:35.396000+00:00,15.87,75.11,997.96,174.38
2024-05-20 06:44:35.544000+00:00,15.93,75.11,997.94,174.38
2024-05-20 06:45:35.686000+00:00,16.01,75.01,997.94,174.38
2024-05-20 06:46:35.817000+00:00,15.74,75.25,997.92,174.38
2024-05-20 06:47:36.073000+00:00,15.64,75.89,997.90,174.38
2024-05-20 06:48:36.122000+00:00,15.62,75.89,997.91,174.38
2024-05-20 06:49:36.172000+00:00,15.65,75.85,997.90,174.38
2024-05-20 06:50:36.323000+00:00,15.71,75.55,997.88,174.38
2024-05-20 06:51:36.494000+00:00,15.74,75.25,997.85,174.38
2024-05-20 06:52:36.609000+00:00,15.65,75.25,997.83,174.38
2024-05-20 06:53:36.770000+00:00,15.68,75.55,997.81,174.38
2024-05-20 06:54:36.826000+00:00,15.76,75.04,997.81,174.38
2024-05-20 06:55:36.971000+00:00,15.86,75.15,997.81,174.38
2024-05-20 06:56:37.110000+00:00,15.94,74.81,997.80,174.38
2024-05-20 06:57:37.238000+00:00,16.08,74.51,997.81,174.38
2024-05-20 06:58:37.402000+00:00,16.14,73.96,997.82,174.38
2024-05-20 06:59:37.460000+00:00,16.21,74.07,997.83,174.38
2024-05-20 07:00:37.632000+00:00,16.23,73.96,997.85,174.38
2024-05-20 07:01:37.938000+00:00,16.12,74.27,997.85,174.38
2024-05-20 07:02:37.861000+00:00,16.21,74.07,997.85,174.38
2024-05-20 07:03:38.043000+00:00,16.28,73.86,997.85,174.38
2024-05-20 07:04:38.127000+00:00,16.28,73.66,997.84,174.38
2024-05-20 07:05:40.490000+00:00,16.21,73.96,997.84,174.38
2024-05-20 07:06:38.294000+00:00,16.11,74.16,997.84,174.38
2024-05-20 07:07:38.364000+00:00,16.23,74.37,997.84,174.38
2024-05-20 07:08:38.414000+00:00,16.34,73.83,997.85,174.38
2024-05-20 07:09:38.635000+00:00,16.38,73.43,997.86,174.38
2024-05-20 07:10:39.461000+00:00,16.28,73.56,997.85,174.38
2024-05-20 07:11:38.865000+00:00,16.30,73.86,997.85,174.38
2024-05-20 07:12:38.988000+00:00,16.35,73.72,997.85,174.38
2024-05-20 07:13:39.014000+00:00,16.35,73.72,997.85,174.38
2024-05-20 07:14:39.186000+00:00,16.35,73.93,997.85,174.38
2024-05-20 07:15:39.269000+00:00,16.31,74.27,997.85,174.38
2024-05-20 07:16:39.342000+00:00,16.42,73.83,997.85,174.38
2024-05-20 07:17:39.520000+00:00,16.56,73.49,997.85,174.38
2024-05-20 07:18:39.524000+00:00,16.61,73.08,997.85,174.38
2024-05-20 07:19:39.589000+00:00,16.42,73.72,997.86,174.38
2024-05-20 07:20:39.721000+00:00,16.34,74.13,997.87,174.38
2024-05-20 07:21:39.918000+00:00,16.43,73.43,997.87,174.38
2024-05-20 07:22:40.010000+00:00,16.57,73.49,997.86,174.38
2024-05-20 07:23:40.056000+00:00,16.70,72.88,997.86,174.38
2024-05-20 07:24:40.215000+00:00,16.81,72.34,997.87,174.38
2024-05-20 07:25:40.453000+00:00,16.81,72.44,997.89,174.38
2024-05-20 07:26:40.410000+00:00,16.85,72.24,997.92,174.38
2024-05-20 07:27:40.539000+00:00,16.83,72.14,997.91,174.38
2024-05-20 07:28:40.677000+00:00,16.75,72.38,997.93,174.38
2024-05-20 07:29:40.907000+00:00,16.81,72.75,997.93,174.38
2024-05-20 07:30:40.965000+00:00,16.82,71.94,997.91,174.38
2024-05-20 07:31:41.179000+00:00,16.66,71.97,997.91,174.38
2024-05-20 07:32:41.310000+00:00,16.58,72.78,997.92,174.38
2024-05-20 07:33:41.357000+00:00,16.50,73.43,997.91,174.38
2024-05-20 07:34:41.502000+00:00,16.46,73.93,997.90,174.38
2024-05-20 07:35:41.634000+00:00,16.66,73.69,997.90,174.38
2024-05-20 07:36:41.788000+00:00,16.76,72.99,997.90,174.38
2024-05-20 07:37:41.923000+00:00,16.61,72.99,997.89,174.38
2024-05-20 07:38:55.930000+00:00,16.50,73.32,997.89,174.38
2024-05-20 07:39:50.618000+00:00,16.56,73.19,997.88,174.38
2024-05-20 07:40:43.328000+00:00,16.50,73.63,997.88,174.38
2024-05-20 07:41:42.417000+00:00,16.58,73.39,997.87,174.38
2024-05-20 07:42:42.552000+00:00,16.64,73.19,997.85,174.38
2024-05-20 07:43:42.704000+00:00,16.66,73.08,997.84,174.38
2024-05-20 07:44:42.835000+00:00,16.63,72.99,997.83,174.38
2024-05-20 07:45:43.020000+00:00,16.64,72.99,997.81,174.38
2024-05-20 07:46:43.064000+00:00,16.73,72.68,997.79,174.38
2024-05-20 07:47:43.345000+00:00,16.75,72.78,997.77,174.38
2024-05-20 07:48:43.404000+00:00,16.73,72.78,997.77,174.38
2024-05-20 07:49:43.442000+00:00,16.89,72.55,997.75,174.38
2024-05-20 07:50:43.513000+00:00,17.01,71.60,997.75,174.38
2024-05-20 07:51:43.663000+00:00,17.12,71.40,997.75,174.38
2024-05-20 07:52:43.709000+00:00,17.19,70.49,997.74,174.38
2024-05-20 07:53:43.897000+00:00,17.30,70.56,997.74,174.38
2024-05-20 07:54:44.047000+00:00,17.40,70.15,997.73,174.38
2024-05-20 07:55:44.146000+00:00,17.37,69.85,997.74,174.38
2024-05-20 07:56:44.203000+00:00,17.43,69.95,997.75,174.38
2024-05-20 07:57:44.377000+00:00,17.40,69.75,997.74,174.38
2024-05-20 07:58:44.508000+00:00,17.28,70.06,997.74,174.38
2024-05-20 07:59:44.629000+00:00,17.22,70.49,997.74,174.38
2024-05-20 08:00:44.880000+00:00,17.33,70.66,997.72,174.38
2024-05-20 08:01:44.952000+00:00,17.44,70.36,997.71,174.38
2024-05-20 08:02:45.093000+00:00,17.49,69.92,997.71,174.38
2024-05-20 08:03:45.286000+00:00,17.49,70.22,997.69,174.38
2024-05-20 08:04:45.346000+00:00,17.58,70.02,997.67,174.38
2024-05-20 08:05:45.342000+00:00,17.68,69.62,997.65,174.38
2024-05-20 08:06:45.507000+00:00,17.77,69.18,997.64,174.38
2024-05-20 08:07:45.649000+00:00,17.84,69.08,997.63,174.38
2024-05-20 08:08:45.744000+00:00,17.90,69.08,997.61,174.38
2024-05-20 08:09:45.806000+00:00,17.93,68.68,997.60,174.38
2024-05-20 08:10:45.948000+00:00,17.96,68.44,997.59,174.38
2024-05-20 08:11:47.753000+00:00,17.96,67.84,997.58,174.38
2024-05-20 08:12:46.164000+00:00,17.95,68.24,997.59,174.38
2024-05-20 08:13:46.327000+00:00,17.99,67.74,997.57,174.38
2024-05-20 08:14:46.387000+00:00,17.93,67.47,997.57,174.38
2024-05-20 08:15:46.558000+00:00,17.97,67.43,997.59,174.38
2024-05-20 08:16:46.590000+00:00,18.02,67.33,997.60,174.38
2024-05-20 08:17:46.841000+00:00,18.07,67.33,997.60,174.38
2024-05-20 08:18:46.895000+00:00,18.08,67.23,997.59,174.38
2024-05-20 08:19:46.952000+00:00,18.00,66.22,997.57,174.38
2024-05-20 08:20:47.935000+00:00,17.81,66.96,997.56,174.38
2024-05-20 08:21:47.179000+00:00,17.77,67.67,997.55,174.38
2024-05-20 08:22:47.326000+00:00,17.75,67.97,997.54,174.38
2024-05-20 08:23:47.456000+00:00,17.79,68.07,997.54,174.38
2024-05-20 08:24:47.504000+00:00,17.90,67.97,997.55,174.38
2024-05-20 08:25:47.631000+00:00,17.97,67.74,997.56,174.38
2024-05-20 08:26:47.798000+00:00,17.87,67.97,997.56,174.38
2024-05-20 08:27:47.978000+00:00,17.92,67.87,997.59,174.38
2024-05-20 08:28:48.014000+00:00,17.82,67.87,997.56,174.38
2024-05-20 08:29:48.154000+00:00,17.92,68.07,997.58,174.38
2024-05-20 08:30:48.281000+00:00,18.00,67.13,997.60,174.38
2024-05-20 08:31:48.347000+00:00,17.97,66.63,997.60,174.38
2024-05-20 08:32:48.637000+00:00,17.97,65.62,997.56,174.38
2024-05-20 08:33:52.763000+00:00,18.05,65.72,997.55,174.38
2024-05-20 08:34:49.690000+00:00,18.18,65.82,997.56,174.38
2024-05-20 08:35:48.732000+00:00,18.23,65.59,997.58,174.38
2024-05-20 08:36:48.893000+00:00,18.26,65.29,997.59,174.38
2024-05-20 08:37:49.041000+00:00,18.29,65.89,997.59,174.38
2024-05-20 08:38:49.103000+00:00,18.36,66.30,997.58,174.38
2024-05-20 08:39:49.276000+00:00,18.47,66.06,997.60,174.38
2024-05-20 08:40:49.412000+00:00,18.52,65.86,997.61,174.38
2024-05-20 08:41:49.658000+00:00,18.62,65.86,997.62,174.38
2024-05-20 08:42:49.657000+00:00,18.72,65.53,997.65,174.38
2024-05-20 08:43:49.801000+00:00,18.70,65.22,997.66,174.38
2024-05-20 08:44:49.927000+00:00,18.76,65.12,997.64,174.38
2024-05-20 08:45:49.995000+00:00,18.78,64.22,997.66,174.38
2024-05-20 08:46:50.136000+00:00,18.75,64.12,997.68,174.38
2024-05-20 08:47:50.324000+00:00,18.72,64.52,997.66,174.38
2024-05-20 08:48:50.403000+00:00,18.73,64.02,997.66,174.38
2024-05-20 08:49:50.526000+00:00,18.82,64.32,997.69,174.38
2024-05-20 08:50:51.270000+00:00,18.80,62.61,997.69,180.00
2024-05-20 08:51:50.753000+00:00,18.81,63.92,997.67,180.00
2024-05-20 08:52:50.802000+00:00,18.84,63.42,997.70,180.00
2024-05-20 08:53:50.929000+00:00,18.78,62.81,997.68,180.00
2024-05-20 08:54:51.126000+00:00,18.82,63.31,997.68,180.00
2024-05-20 08:55:51.166000+00:00,18.90,63.08,997.66,185.62
2024-05-20 08:56:51.321000+00:00,18.94,62.88,997.62,185.62
2024-05-20 08:57:51.490000+00:00,18.95,62.58,997.60,185.62
2024-05-20 08:58:51.625000+00:00,19.07,62.68,997.58,185.62
2024-05-20 08:59:51.679000+00:00,19.18,62.35,997.60,185.62
2024-05-20 09:00:51.907000+00:00,19.08,62.05,997.59,185.62
2024-05-20 09:01:51.981000+00:00,19.07,62.27,997.55,180.00
2024-05-20 09:02:51.990000+00:00,19.14,62.45,997.56,180.00
2024-05-20 09:03:52.345000+00:00,19.10,62.45,997.54,180.00
2024-05-20 09:04:52.409000+00:00,19.14,62.65,997.51,180.00
2024-05-20 09:05:52.445000+00:00,19.14,62.95,997.50,180.00
2024-05-20 09:06:52.549000+00:00,19.13,62.35,997.50,180.00
2024-05-20 09:07:52.712000+00:00,19.22,62.45,997.52,180.00
2024-05-20 09:08:52.793000+00:00,19.28,62.55,997.53,180.00
2024-05-20 09:09:52.863000+00:00,19.21,61.74,997.55,180.00
2024-05-20 09:10:52.995000+00:00,19.26,62.45,997.54,180.00
2024-05-20 09:11:53.008000+00:00,19.32,62.05,997.53,180.00
2024-05-20 09:12:53.164000+00:00,19.40,61.91,997.51,180.00
2024-05-20 09:13:53.319000+00:00,19.44,60.81,997.47,180.00
2024-05-20 09:14:53.778000+00:00,19.46,60.31,997.47,180.00
2024-05-20 09:15:57.323000+00:00,19.50,60.61,997.46,180.00
2024-05-20 09:16:53.597000+00:00,19.46,59.60,997.42,180.00
2024-05-20 09:17:53.773000+00:00,19.55,60.11,997.40,180.00
2024-05-20 09:18:53.970000+00:00,19.63,60.08,997.42,180.00
2024-05-20 09:19:53.969000+00:00,19.69,59.88,997.41,180.00
2024-05-20 09:20:54.021000+00:00,19.76,59.47,997.40,180.00
2024-05-20 09:21:54.203000+00:00,19.80,59.47,997.38,180.00
2024-05-20 09:22:54.256000+00:00,19.80,59.27,997.40,180.00
2024-05-20 09:23:54.413000+00:00,19.84,59.34,997.41,180.00
2024-05-20 09:24:54.623000+00:00,19.84,59.14,997.40,180.00
2024-05-20 09:25:57.614000+00:00,19.88,59.55,997.38,180.00
2024-05-20 09:26:55.764000+00:00,19.80,58.97,997.36,180.00
2024-05-20 09:27:54.978000+00:00,19.74,58.97,997.33,180.00
2024-05-20 09:28:55.962000+00:00,19.80,59.17,997.34,180.00
2024-05-20 09:29:55.145000+00:00,19.81,59.17,997.33,180.00
2024-05-20 09:30:55.241000+00:00,19.78,58.97,997.28,180.00
2024-05-20 09:31:55.358000+00:00,19.84,59.05,997.23,180.00
2024-05-20 09:32:55.441000+00:00,19.88,58.84,997.23,180.00
2024-05-20 09:33:55.561000+00:00,19.91,58.75,997.23,180.00
2024-05-20 09:34:56.461000+00:00,19.92,59.05,997.26,180.00
2024-05-20 09:35:57.461000+00:00,19.99,57.84,997.31,180.00
2024-05-20 09:36:55.826000+00:00,19.95,57.34,997.33,180.00
2024-05-20 09:37:56.847000+00:00,19.86,57.94,997.31,180.00
2024-05-20 09:38:59.856000+00:00,19.87,58.14,997.29,180.00
2024-05-20 09:39:57.141000+00:00,19.91,58.04,997.27,180.00
2024-05-20 09:40:56.297000+00:00,19.92,57.94,997.28,180.00
2024-05-20 09:41:59.534000+00:00,19.96,58.04,997.29,180.00
2024-05-20 09:42:56.642000+00:00,20.08,57.91,997.33,180.00
2024-05-20 09:43:56.706000+00:00,20.08,57.61,997.34,180.00
2024-05-20 09:44:56.761000+00:00,20.08,57.71,997.35,180.00
2024-05-20 09:45:56.954000+00:00,20.13,57.41,997.35,180.00
2024-05-20 09:46:56.995000+00:00,20.20,57.51,997.36,185.62
2024-05-20 09:47:57.368000+00:00,20.29,57.18,997.39,185.62
2024-05-20 09:48:57.312000+00:00,20.31,56.58,997.39,185.62
2024-05-20 09:49:57.353000+00:00,20.33,56.78,997.40,185.62
2024-05-20 09:50:57.494000+00:00,20.23,55.80,997.37,185.62
2024-05-20 09:51:57.698000+00:00,20.23,55.71,997.38,185.62
2024-05-20 09:52:57.740000+00:00,20.14,56.01,997.37,185.62
2024-05-20 09:53:57.905000+00:00,20.18,56.21,997.36,185.62
2024-05-20 09:54:57.988000+00:00,20.18,55.91,997.36,185.62
2024-05-20 09:55:58.038000+00:00,20.14,55.51,997.34,185.62
2024-05-20 09:56:58.166000+00:00,20.10,55.60,997.31,180.00
2024-05-20 09:57:58.376000+00:00,20.08,56.01,997.29,180.00
2024-05-20 09:58:58.494000+00:00,20.11,56.51,997.28,180.00
2024-05-20 09:59:58.576000+00:00,20.20,56.21,997.27,180.00
2024-05-20 10:00:58.714000+00:00,20.28,56.48,997.28,180.00
2024-05-20 10:01:58.770000+00:00,20.33,55.38,997.26,180.00
2024-05-20 10:02:58.908000+00:00,20.38,55.98,997.24,180.00
