Messzeitpunkt,Temperatur,rel. Luftfeuchte,Luftdruck,UV-Intensität
2024-05-19 08:17:56.704000+00:00,18.00,68.44,999.03,247.50
2024-05-19 08:18:56.597000+00:00,18.23,67.80,999.06,241.88
2024-05-19 08:19:56.686000+00:00,18.02,68.34,999.04,225.00
2024-05-19 08:20:56.722000+00:00,17.87,68.48,999.02,208.12
2024-05-19 08:21:56.860000+00:00,17.92,68.77,999.07,185.62
2024-05-19 08:22:57.040000+00:00,17.71,69.28,999.05,180.00
2024-05-19 08:23:57.183000+00:00,17.62,69.62,999.08,185.62
2024-05-19 08:24:57.254000+00:00,17.63,69.82,999.08,196.88
2024-05-19 08:25:57.343000+00:00,17.62,70.32,999.10,196.88
2024-05-19 08:26:57.386000+00:00,17.74,69.89,999.08,191.25
2024-05-19 08:27:57.535000+00:00,17.71,69.92,999.09,196.88
2024-05-19 08:28:57.758000+00:00,17.75,69.89,999.10,208.12
2024-05-19 08:29:57.821000+00:00,17.90,69.18,999.09,213.75
2024-05-19 08:30:57.901000+00:00,17.93,68.88,999.07,213.75
2024-05-19 08:31:57.979000+00:00,18.03,68.54,999.10,202.50
2024-05-19 08:32:58.211000+00:00,18.05,68.44,999.08,191.25
2024-05-19 08:33:58.427000+00:00,17.97,68.65,999.08,185.62
2024-05-19 08:34:58.438000+00:00,17.97,68.44,999.08,185.62
2024-05-19 08:35:58.469000+00:00,18.03,68.65,999.10,191.25
2024-05-19 08:36:58.633000+00:00,18.10,68.44,999.09,196.88
2024-05-19 08:37:58.745000+00:00,18.05,68.04,999.10,202.50
2024-05-19 08:38:58.786000+00:00,17.95,69.18,999.11,213.75
2024-05-19 08:39:58.945000+00:00,18.00,68.85,999.11,213.75
2024-05-19 08:40:59.067000+00:00,17.79,69.08,999.11,225.00
2024-05-19 08:41:59.115000+00:00,17.81,69.48,999.13,247.50
2024-05-19 08:42:59.247000+00:00,17.90,69.59,999.13,258.75
2024-05-19 08:43:59.390000+00:00,18.27,68.41,999.14,270.00
2024-05-19 08:44:59.542000+00:00,18.18,67.71,999.15,253.12
2024-05-19 08:45:59.683000+00:00,18.02,68.44,999.17,258.75
2024-05-19 08:47:00.028000+00:00,17.79,69.38,999.14,270.00
2024-05-19 08:48:00.032000+00:00,18.14,68.85,999.14,286.88
2024-05-19 08:49:00.081000+00:00,18.47,67.47,999.11,303.75
2024-05-19 08:50:00.235000+00:00,18.69,66.43,999.12,315.00
2024-05-19 08:51:02.903000+00:00,18.69,66.23,999.13,303.75
2024-05-19 08:52:00.437000+00:00,18.63,66.36,999.13,292.50
2024-05-19 08:53:00.584000+00:00,18.85,66.33,999.13,303.75
2024-05-19 08:54:00.573000+00:00,18.88,65.80,999.15,309.38
2024-05-19 08:55:00.727000+00:00,19.13,65.77,999.15,286.88
2024-05-19 08:56:00.956000+00:00,19.11,65.16,999.14,292.50
2024-05-19 08:57:01.041000+00:00,19.47,63.93,999.13,275.62
2024-05-19 08:58:01.088000+00:00,19.26,64.36,999.11,275.62
2024-05-19 08:59:01.350000+00:00,19.54,64.03,999.18,298.12
2024-05-19 09:00:01.292000+00:00,19.41,63.82,999.15,315.00
2024-05-19 09:01:01.510000+00:00,19.23,63.45,999.13,309.38
2024-05-19 09:02:01.578000+00:00,18.88,64.39,999.11,281.25
2024-05-19 09:03:01.667000+00:00,18.85,64.99,999.14,213.75
2024-05-19 09:04:01.832000+00:00,18.82,65.33,999.14,185.62
2024-05-19 09:05:01.933000+00:00,18.78,65.73,999.16,168.75
2024-05-19 09:06:02.048000+00:00,18.69,65.62,999.09,140.62
2024-05-19 09:07:02.107000+00:00,18.30,66.39,999.16,118.12
2024-05-19 09:08:02.191000+00:00,18.48,66.77,999.20,112.50
2024-05-19 09:09:02.308000+00:00,18.33,66.50,999.18,129.38
2024-05-19 09:10:02.434000+00:00,18.18,67.00,999.19,146.25
2024-05-19 09:11:02.680000+00:00,18.32,66.80,999.23,151.88
2024-05-19 09:12:06.376000+00:00,18.15,67.13,999.24,140.62
2024-05-19 09:13:03.813000+00:00,18.00,67.54,999.24,129.38
2024-05-19 09:14:03.091000+00:00,17.78,68.07,999.20,135.00
2024-05-19 09:15:03.045000+00:00,17.92,68.48,999.23,157.50
2024-05-19 09:16:03.182000+00:00,17.92,68.07,999.20,151.88
2024-05-19 09:17:03.414000+00:00,18.08,67.63,999.19,146.25
2024-05-19 09:18:03.656000+00:00,17.97,67.94,999.19,151.88
2024-05-19 09:19:03.646000+00:00,17.99,67.94,999.18,168.75
2024-05-19 09:20:03.767000+00:00,18.20,67.80,999.19,196.88
2024-05-19 09:21:04.903000+00:00,18.29,66.90,999.22,219.38
2024-05-19 09:22:03.986000+00:00,18.36,66.70,999.17,241.88
2024-05-19 09:23:04.054000+00:00,18.39,66.80,999.19,258.75
2024-05-19 09:24:04.184000+00:00,18.37,66.39,999.23,270.00
2024-05-19 09:25:04.340000+00:00,18.48,65.76,999.19,281.25
2024-05-19 09:26:04.440000+00:00,18.45,65.46,999.22,275.62
2024-05-19 09:27:04.484000+00:00,18.29,65.79,999.23,270.00
2024-05-19 09:28:04.635000+00:00,18.32,66.09,999.24,264.38
2024-05-19 09:29:04.856000+00:00,18.25,65.39,999.22,270.00
2024-05-19 09:30:04.870000+00:00,18.41,65.26,999.23,286.88
2024-05-19 09:31:05.026000+00:00,18.65,64.55,999.24,298.12
2024-05-19 09:32:05.586000+00:00,18.82,64.22,999.25,292.50
2024-05-19 09:33:05.460000+00:00,18.73,64.02,999.25,292.50
2024-05-19 09:34:05.395000+00:00,18.66,64.32,999.25,286.88
2024-05-19 09:35:05.441000+00:00,18.51,64.95,999.25,281.25
2024-05-19 09:36:05.528000+00:00,18.58,65.26,999.21,275.62
2024-05-19 09:37:05.592000+00:00,18.78,64.62,999.18,264.38
2024-05-19 09:38:05.766000+00:00,18.52,64.86,999.19,230.62
2024-05-19 09:39:05.796000+00:00,18.47,65.66,999.22,236.25
2024-05-19 09:40:05.984000+00:00,18.52,65.56,999.19,247.50
2024-05-19 09:41:06.085000+00:00,18.73,65.33,999.16,225.00
2024-05-19 09:42:06.174000+00:00,18.78,65.42,999.16,253.12
2024-05-19 09:43:06.288000+00:00,18.80,64.92,999.11,258.75
2024-05-19 09:44:06.463000+00:00,18.65,65.06,999.15,258.75
2024-05-19 09:45:06.603000+00:00,18.54,65.06,999.12,275.62
2024-05-19 09:46:06.682000+00:00,18.67,64.72,999.12,275.62
2024-05-19 09:47:06.843000+00:00,18.70,64.72,999.12,270.00
2024-05-19 09:48:07.172000+00:00,18.88,64.39,999.09,298.12
2024-05-19 09:49:07.003000+00:00,18.95,64.29,999.12,264.38
2024-05-19 09:50:07.156000+00:00,18.85,64.22,999.06,270.00
2024-05-19 09:51:07.270000+00:00,18.90,64.19,999.06,247.50
2024-05-19 09:52:07.435000+00:00,18.73,64.62,998.99,241.88
2024-05-19 09:53:07.669000+00:00,18.84,64.92,999.02,253.12
2024-05-19 09:54:08.427000+00:00,18.91,64.39,998.99,270.00
2024-05-19 09:55:07.726000+00:00,19.10,64.46,998.98,270.00
2024-05-19 09:56:07.966000+00:00,19.25,63.05,998.96,258.75
2024-05-19 09:57:08.010000+00:00,19.11,63.15,998.96,258.75
2024-05-19 09:58:08.079000+00:00,19.14,62.55,998.96,247.50
2024-05-19 09:59:08.175000+00:00,18.94,63.18,998.94,247.50
2024-05-19 10:00:08.257000+00:00,19.11,62.95,998.93,247.50
2024-05-19 10:01:08.357000+00:00,19.07,62.68,998.87,253.12
2024-05-19 10:02:08.481000+00:00,19.36,62.32,998.87,253.12
2024-05-19 10:03:08.713000+00:00,19.16,62.55,998.90,241.88
2024-05-19 10:04:08.756000+00:00,19.19,62.95,998.86,270.00
2024-05-19 10:05:08.899000+00:00,19.47,62.62,998.82,275.62
2024-05-19 10:06:11.446000+00:00,19.68,62.59,998.85,258.75
2024-05-19 10:07:09.095000+00:00,19.80,61.25,998.83,258.75
2024-05-19 10:08:09.247000+00:00,19.47,61.91,998.79,281.25
2024-05-19 10:09:09.277000+00:00,19.54,62.22,998.77,286.88
2024-05-19 10:10:09.363000+00:00,19.88,61.15,998.79,315.00
2024-05-19 10:11:09.567000+00:00,19.98,61.15,998.75,315.00
2024-05-19 10:12:10.433000+00:00,19.87,60.25,998.77,298.12
2024-05-19 10:13:09.761000+00:00,19.76,59.88,998.76,286.88
2024-05-19 10:14:09.903000+00:00,19.83,60.65,998.76,281.25
2024-05-19 10:15:09.955000+00:00,19.88,59.85,998.75,270.00
2024-05-19 10:16:10.081000+00:00,20.08,59.32,998.79,275.62
2024-05-19 10:17:10.349000+00:00,20.01,59.25,998.80,298.12
2024-05-19 10:18:10.518000+00:00,19.95,59.55,998.79,309.38
2024-05-19 10:19:10.456000+00:00,20.24,58.51,998.77,298.12
2024-05-19 10:20:10.709000+00:00,20.26,58.72,998.80,264.38
2024-05-19 10:21:10.745000+00:00,20.26,57.98,998.72,270.00
2024-05-19 10:22:10.891000+00:00,20.16,58.51,998.73,258.75
2024-05-19 10:23:11.141000+00:00,20.29,58.59,998.74,253.12
2024-05-19 10:24:11.228000+00:00,20.39,58.49,998.75,264.38
2024-05-19 10:25:11.280000+00:00,20.42,58.09,998.76,286.88
2024-05-19 10:26:11.372000+00:00,20.16,58.42,998.73,270.00
2024-05-19 10:27:11.509000+00:00,20.32,57.98,998.71,270.00
2024-05-19 10:28:11.597000+00:00,20.21,58.22,998.68,253.12
2024-05-19 10:29:11.819000+00:00,20.32,58.79,998.68,230.62
2024-05-19 10:30:11.801000+00:00,19.98,58.75,998.63,247.50
2024-05-19 10:31:11.938000+00:00,19.84,59.45,998.60,241.88
2024-05-19 10:32:12.153000+00:00,19.88,60.05,998.63,247.50
2024-05-19 10:33:12.329000+00:00,19.94,59.75,998.61,247.50
2024-05-19 10:34:12.336000+00:00,19.84,60.15,998.58,225.00
2024-05-19 10:35:12.428000+00:00,19.91,60.05,998.62,247.50
2024-05-19 10:36:12.483000+00:00,20.01,59.34,998.54,286.88
2024-05-19 10:37:12.649000+00:00,20.33,58.18,998.60,309.38
2024-05-19 10:38:12.744000+00:00,20.35,57.68,998.66,270.00
2024-05-19 10:39:12.811000+00:00,20.01,57.14,998.57,281.25
2024-05-19 10:40:12.969000+00:00,19.95,57.44,998.57,281.25
2024-05-19 10:41:13.243000+00:00,19.91,57.54,998.55,275.62
2024-05-19 10:42:13.232000+00:00,20.10,57.71,998.48,264.38
2024-05-19 10:43:13.287000+00:00,20.33,56.98,998.45,264.38
2024-05-19 10:44:13.466000+00:00,20.47,56.28,998.43,264.38
2024-05-19 10:45:13.509000+00:00,20.55,56.96,998.45,258.75
2024-05-19 10:46:13.688000+00:00,20.61,56.56,998.44,253.12
2024-05-19 10:47:13.894000+00:00,20.35,56.88,998.42,253.12
2024-05-19 10:48:14.078000+00:00,20.39,57.48,998.50,247.50
2024-05-19 10:49:14.011000+00:00,20.33,56.98,998.46,241.88
2024-05-19 10:50:14.130000+00:00,20.29,56.78,998.48,247.50
2024-05-19 10:51:14.144000+00:00,20.13,56.41,998.43,258.75
2024-05-19 10:52:14.277000+00:00,20.14,56.71,998.46,258.75
2024-05-19 10:53:14.424000+00:00,20.24,56.61,998.46,253.12
2024-05-19 10:54:14.631000+00:00,20.50,56.78,998.52,225.00
2024-05-19 10:55:14.670000+00:00,20.26,56.78,998.46,219.38
2024-05-19 10:56:14.833000+00:00,20.17,56.41,998.52,236.25
2024-05-19 10:57:14.949000+00:00,20.28,56.38,998.52,241.88
2024-05-19 10:58:15.088000+00:00,20.54,55.95,998.50,286.88
2024-05-19 10:59:23.660000+00:00,20.58,55.05,998.51,298.12
2024-05-19 11:00:17.714000+00:00,20.47,55.47,998.51,258.75
2024-05-19 11:01:16+00:00,20.48,56.38,998.47,253.12
2024-05-19 11:02:15.587000+00:00,20.59,56.26,998.49,241.88
2024-05-19 11:03:15.814000+00:00,20.76,56.43,998.45,298.12
2024-05-19 11:04:15.899000+00:00,20.76,56.13,998.45,281.25
2024-05-19 11:05:16.077000+00:00,20.94,56.43,998.45,264.38
2024-05-19 11:06:16.038000+00:00,20.99,55.70,998.45,247.50
2024-05-19 11:07:16.169000+00:00,20.69,55.35,998.41,247.50
2024-05-19 11:08:16.320000+00:00,20.28,56.01,998.41,247.50
2024-05-19 11:09:16.401000+00:00,20.24,56.51,998.44,253.12
2024-05-19 11:10:16.766000+00:00,20.02,57.14,998.41,264.38
2024-05-19 11:11:16.637000+00:00,19.95,58.04,998.39,275.62
2024-05-19 11:12:16.805000+00:00,19.96,58.04,998.38,270.00
2024-05-19 11:13:16.709000+00:00,20.08,58.11,998.39,264.38
2024-05-19 11:14:16.934000+00:00,20.13,57.91,998.31,286.88
2024-05-19 11:15:16.978000+00:00,20.28,57.41,998.31,286.88
2024-05-19 11:16:17.107000+00:00,20.21,58.01,998.29,253.12
2024-05-19 11:17:17.348000+00:00,20.33,57.68,998.29,264.38
2024-05-19 11:18:17.466000+00:00,20.61,57.26,998.28,315.00
2024-05-19 11:19:17.617000+00:00,21.01,56.90,998.30,326.25
2024-05-19 11:20:17.710000+00:00,21.10,56.10,998.35,292.50
2024-05-19 11:21:19.171000+00:00,20.67,56.85,998.31,298.12
2024-05-19 11:22:24.941000+00:00,20.51,57.48,998.32,298.12
2024-05-19 11:23:19.053000+00:00,20.52,57.56,998.31,298.12
2024-05-19 11:24:18.093000+00:00,20.51,57.66,998.31,331.88
2024-05-19 11:25:18.230000+00:00,20.79,57.03,998.28,331.88
2024-05-19 11:26:18.450000+00:00,20.84,56.43,998.28,303.75
2024-05-19 11:27:18.550000+00:00,20.85,56.73,998.28,309.38
2024-05-19 11:28:18.597000+00:00,20.89,56.02,998.25,309.38
2024-05-19 11:29:18.868000+00:00,20.88,56.02,998.23,309.38
2024-05-19 11:30:18.882000+00:00,20.91,56.13,998.24,303.75
2024-05-19 11:31:19.028000+00:00,21.12,55.60,998.27,337.50
2024-05-19 11:32:19.258000+00:00,21.12,55.40,998.27,286.88
2024-05-19 11:33:19.250000+00:00,21.06,55.40,998.19,286.88
2024-05-19 11:34:19.399000+00:00,21.10,55.60,998.25,303.75
2024-05-19 11:35:19.535000+00:00,21.24,55.37,998.23,309.38
2024-05-19 11:36:19.542000+00:00,21.34,54.97,998.25,286.88
2024-05-19 11:37:19.683000+00:00,21.14,54.90,998.26,264.38
2024-05-19 11:38:19.878000+00:00,21.22,55.07,998.26,264.38
2024-05-19 11:39:19.932000+00:00,20.95,55.52,998.25,275.62
2024-05-19 11:40:20.063000+00:00,21.04,55.60,998.23,298.12
2024-05-19 11:41:20.396000+00:00,21.21,55.30,998.25,303.75
2024-05-19 11:42:20.310000+00:00,21.38,55.07,998.20,309.38
2024-05-19 11:43:20.458000+00:00,21.67,54.14,998.21,309.38
2024-05-19 11:44:20.646000+00:00,21.62,53.74,998.17,298.12
2024-05-19 11:45:20.679000+00:00,21.35,54.47,998.18,326.25
2024-05-19 11:46:20.853000+00:00,21.49,54.35,998.15,326.25
2024-05-19 11:47:21.057000+00:00,21.44,53.85,998.14,309.38
2024-05-19 11:48:21.096000+00:00,21.14,54.30,998.12,298.12
2024-05-19 11:49:21.105000+00:00,21.10,54.39,998.12,292.50
2024-05-19 11:50:21.344000+00:00,21.27,53.97,998.10,292.50
2024-05-19 11:51:21.419000+00:00,21.42,53.77,998.09,286.88
2024-05-19 11:52:21.511000+00:00,21.37,53.87,998.05,286.88
2024-05-19 11:53:21.731000+00:00,21.65,52.55,998.03,281.25
2024-05-19 11:54:21.730000+00:00,21.82,53.12,998.01,275.62
2024-05-19 11:55:21.870000+00:00,22.12,51.79,997.99,286.88
2024-05-19 11:56:22.114000+00:00,22.21,50.97,998.00,247.50
2024-05-19 11:57:22.093000+00:00,21.92,51.39,998.02,253.12
2024-05-19 11:58:22.231000+00:00,21.80,51.82,998.00,253.12
2024-05-19 11:59:22.501000+00:00,21.79,51.62,998.03,258.75
2024-05-19 12:00:22.592000+00:00,21.53,52.14,997.97,270.00
2024-05-19 12:01:22.609000+00:00,21.44,52.44,997.95,270.00
2024-05-19 12:02:22.771000+00:00,21.34,52.97,997.98,270.00
2024-05-19 12:03:22.877000+00:00,21.37,53.17,997.99,286.88
2024-05-19 12:04:22.975000+00:00,21.58,52.44,998.02,286.88
2024-05-19 12:05:23.106000+00:00,21.65,52.44,997.99,281.25
2024-05-19 12:06:23.128000+00:00,21.74,52.82,997.98,270.00
2024-05-19 12:07:23.251000+00:00,21.74,52.22,997.99,253.12
2024-05-19 12:08:23.412000+00:00,21.50,52.34,997.98,247.50
2024-05-19 12:09:23.525000+00:00,21.43,52.57,997.97,253.12
2024-05-19 12:10:23.693000+00:00,21.19,53.09,997.90,258.75
2024-05-19 12:11:23.870000+00:00,21.29,53.17,997.87,253.12
2024-05-19 12:12:23.845000+00:00,21.46,53.05,997.87,247.50
2024-05-19 12:13:23.963000+00:00,21.34,53.37,997.90,258.75
2024-05-19 12:14:24.262000+00:00,21.07,54.60,997.93,264.38
2024-05-19 12:15:24.216000+00:00,21.07,55.20,997.98,253.12
2024-05-19 12:16:24.275000+00:00,21.07,55.90,997.97,225.00
2024-05-19 12:17:24.553000+00:00,21.40,55.27,998.00,303.75
2024-05-19 12:18:24.518000+00:00,21.54,54.24,997.95,298.12
2024-05-19 12:19:24.584000+00:00,21.35,54.87,997.95,331.88
2024-05-19 12:20:24.815000+00:00,21.44,55.05,997.97,309.38
2024-05-19 12:21:24.810000+00:00,21.53,54.44,997.95,343.12
2024-05-19 12:22:24.943000+00:00,20.97,56.63,997.96,292.50
2024-05-19 12:23:25.192000+00:00,20.62,57.96,997.98,286.88
2024-05-19 12:24:25.251000+00:00,20.76,57.83,998.00,286.88
2024-05-19 12:25:25.320000+00:00,20.91,57.33,997.92,286.88
2024-05-19 12:26:25.424000+00:00,21.10,56.60,997.92,286.88
2024-05-19 12:27:25.477000+00:00,21.09,56.90,997.94,275.62
2024-05-19 12:28:25.528000+00:00,21.10,57.30,997.96,292.50
2024-05-19 12:29:25.834000+00:00,20.94,57.83,997.96,236.25
2024-05-19 12:30:25.786000+00:00,20.99,57.70,997.97,225.00
2024-05-19 12:31:25.864000+00:00,20.98,57.20,997.97,225.00
2024-05-19 12:32:26.096000+00:00,20.58,57.66,997.99,236.25
2024-05-19 12:33:26.079000+00:00,20.72,57.96,997.95,258.75
2024-05-19 12:34:26.131000+00:00,20.82,56.93,997.95,281.25
2024-05-19 12:35:26.373000+00:00,20.70,57.76,997.99,270.00
2024-05-19 12:36:26.376000+00:00,20.99,57.20,997.99,225.00
2024-05-19 12:37:26.470000+00:00,20.76,57.13,998.01,219.38
2024-05-19 12:38:26.680000+00:00,20.43,58.29,997.98,219.38
2024-05-19 12:39:26.650000+00:00,20.48,58.89,997.96,225.00
2024-05-19 12:40:26.777000+00:00,20.58,58.56,997.98,230.62
2024-05-19 12:41:27.061000+00:00,20.38,59.09,997.93,230.62
2024-05-19 12:42:27.107000+00:00,20.31,59.19,997.97,230.62
2024-05-19 12:43:27.175000+00:00,20.20,59.32,997.92,219.38
2024-05-19 12:44:27.364000+00:00,20.02,60.05,997.92,213.75
2024-05-19 12:45:27.440000+00:00,20.17,59.92,997.93,208.12
2024-05-19 12:46:27.573000+00:00,20.57,59.16,997.92,202.50
2024-05-19 12:47:27.878000+00:00,20.47,58.89,997.91,196.88
2024-05-19 12:48:28.113000+00:00,20.43,59.39,997.96,185.62
2024-05-19 12:49:28.640000+00:00,20.29,59.69,997.92,180.00
2024-05-19 12:50:28.146000+00:00,20.23,59.82,997.95,168.75
2024-05-19 12:51:28.222000+00:00,20.13,60.42,997.92,157.50
2024-05-19 12:52:28.342000+00:00,20.39,59.69,997.93,146.25
2024-05-19 12:53:28.512000+00:00,20.33,59.39,997.96,129.38
2024-05-19 12:54:29.527000+00:00,20.08,60.22,997.96,118.12
2024-05-19 12:55:28.658000+00:00,19.58,61.49,997.98,106.88
2024-05-19 12:56:28.835000+00:00,19.31,62.55,997.99,95.62
2024-05-19 12:57:28.891000+00:00,19.26,62.85,998.00,90.00
2024-05-19 12:58:29.030000+00:00,19.19,63.05,997.99,90.00
2024-05-19 12:59:29.303000+00:00,19.10,63.76,998.01,90.00
2024-05-19 13:00:29.273000+00:00,19.14,63.96,998.03,84.38
2024-05-19 13:01:29.428000+00:00,19.00,64.79,998.11,78.75
2024-05-19 13:02:29.751000+00:00,18.78,66.23,998.13,78.75
2024-05-19 13:03:29.881000+00:00,18.55,67.17,998.11,73.12
2024-05-19 13:04:29.808000+00:00,18.52,66.16,998.12,73.12
2024-05-19 13:05:29.909000+00:00,18.39,64.78,998.15,73.12
2024-05-19 13:06:29.975000+00:00,18.10,63.90,998.11,73.12
2024-05-19 13:07:30.032000+00:00,17.96,64.92,998.12,73.12
2024-05-19 13:08:30.285000+00:00,18.02,65.22,998.14,73.12
2024-05-19 13:09:30.258000+00:00,18.03,65.12,998.13,73.12
2024-05-19 13:10:30.411000+00:00,18.08,65.82,998.14,73.12
2024-05-19 13:11:30.613000+00:00,18.25,65.09,998.15,73.12
2024-05-19 13:12:30.594000+00:00,18.02,65.22,998.13,78.75
2024-05-19 13:13:30.762000+00:00,18.03,65.62,998.10,78.75
2024-05-19 13:14:30.865000+00:00,17.89,66.46,998.10,78.75
2024-05-19 13:15:30.920000+00:00,17.84,67.27,998.10,84.38
2024-05-19 13:16:31.557000+00:00,17.90,67.47,998.08,84.38
2024-05-19 13:17:31.343000+00:00,17.96,67.13,998.06,84.38
2024-05-19 13:18:31.367000+00:00,17.86,67.57,998.06,84.38
2024-05-19 13:19:31.430000+00:00,17.78,68.27,998.06,84.38
2024-05-19 13:20:31.636000+00:00,17.81,68.68,998.08,84.38
2024-05-19 13:21:31.672000+00:00,17.75,69.48,998.06,84.38
2024-05-19 13:22:31.806000+00:00,17.86,69.79,998.06,84.38
2024-05-19 13:23:32.001000+00:00,17.78,69.89,998.05,84.38
2024-05-19 13:24:32.078000+00:00,17.64,71.23,998.05,84.38
2024-05-19 13:25:32.210000+00:00,17.48,72.04,998.06,84.38
2024-05-19 13:26:32.430000+00:00,17.34,72.98,998.03,84.38
2024-05-19 13:27:32.398000+00:00,17.37,73.38,998.00,84.38
2024-05-19 13:28:32.525000+00:00,17.54,73.35,997.97,78.75
2024-05-19 13:29:32.698000+00:00,17.38,73.79,997.93,78.75
2024-05-19 13:30:32.689000+00:00,17.30,74.19,997.93,78.75
2024-05-19 13:31:32.828000+00:00,17.18,74.33,997.90,73.12
2024-05-19 13:32:33.245000+00:00,17.07,74.73,997.88,73.12
2024-05-19 13:33:33.256000+00:00,17.30,73.99,997.89,67.50
2024-05-19 13:34:33.320000+00:00,17.41,73.99,997.86,67.50
2024-05-19 13:35:33.410000+00:00,17.36,74.69,997.88,67.50
2024-05-19 13:36:33.525000+00:00,17.25,75.04,997.88,61.88
2024-05-19 13:37:33.684000+00:00,17.15,75.44,997.88,61.88
2024-05-19 13:38:33.744000+00:00,17.07,76.35,997.88,61.88
2024-05-19 13:39:33.901000+00:00,17.06,76.15,997.88,61.88
2024-05-19 13:40:33.964000+00:00,17.08,75.64,997.86,61.88
2024-05-19 13:41:34.153000+00:00,17.30,74.80,997.86,61.88
2024-05-19 13:42:34.241000+00:00,17.23,74.53,997.86,67.50
2024-05-19 13:43:34.314000+00:00,17.19,74.22,997.88,67.50
2024-05-19 13:44:34.478000+00:00,17.14,73.62,997.86,67.50
2024-05-19 13:45:34.544000+00:00,17.19,73.42,997.86,67.50
2024-05-19 13:46:34.648000+00:00,17.21,73.52,997.84,67.50
2024-05-19 13:47:34.845000+00:00,17.23,73.32,997.81,67.50
2024-05-19 13:48:34.912000+00:00,17.31,73.18,997.78,67.50
2024-05-19 13:49:34.907000+00:00,17.43,72.48,997.78,67.50
2024-05-19 13:50:35.053000+00:00,17.33,72.88,997.75,67.50
2024-05-19 13:51:35.210000+00:00,17.28,72.68,997.75,67.50
2024-05-19 13:52:35.292000+00:00,17.16,72.81,997.74,67.50
2024-05-19 13:53:35.356000+00:00,17.08,71.10,997.70,67.50
2024-05-19 13:54:35.492000+00:00,17.22,71.70,997.69,67.50
2024-05-19 13:55:35.628000+00:00,17.21,71.40,997.66,67.50
2024-05-19 13:56:35.820000+00:00,17.26,71.60,997.64,67.50
2024-05-19 13:57:35.903000+00:00,17.33,71.26,997.66,67.50
2024-05-19 13:58:35.998000+00:00,17.26,70.76,997.67,67.50
2024-05-19 13:59:36.098000+00:00,17.14,70.59,997.64,67.50
2024-05-19 14:00:36.170000+00:00,17.04,70.79,997.64,67.50
2024-05-19 14:01:36.375000+00:00,17.04,71.20,997.63,67.50
2024-05-19 14:02:36.512000+00:00,16.96,72.04,997.63,73.12
2024-05-19 14:03:36.549000+00:00,17.00,71.94,997.65,73.12
2024-05-19 14:04:36.838000+00:00,17.14,71.91,997.65,73.12
2024-05-19 14:05:36.763000+00:00,17.34,71.67,997.63,73.12
2024-05-19 14:06:36.819000+00:00,17.30,72.58,997.61,73.12
2024-05-19 14:07:36.875000+00:00,17.38,72.88,997.59,78.75
2024-05-19 14:08:37.015000+00:00,17.55,72.24,997.59,84.38
2024-05-19 14:09:37.160000+00:00,17.37,71.87,997.56,84.38
2024-05-19 14:10:37.355000+00:00,17.19,72.51,997.54,90.00
2024-05-19 14:11:37.519000+00:00,17.19,72.81,997.51,101.25
2024-05-19 14:12:37.556000+00:00,17.34,72.17,997.52,106.88
2024-05-19 14:13:37.622000+00:00,17.58,71.53,997.50,112.50
2024-05-19 14:14:37.788000+00:00,17.55,71.64,997.50,118.12
2024-05-19 14:15:37.851000+00:00,17.48,71.67,997.50,123.75
2024-05-19 14:16:37.910000+00:00,17.52,71.64,997.50,129.38
2024-05-19 14:17:41.995000+00:00,17.59,70.93,997.49,135.00
2024-05-19 14:18:38.263000+00:00,17.63,70.32,997.46,140.62
2024-05-19 14:19:38.302000+00:00,17.79,70.09,997.45,151.88
2024-05-19 14:20:38.440000+00:00,18.00,70.26,997.44,157.50
2024-05-19 14:21:38.570000+00:00,18.11,69.85,997.42,163.12
2024-05-19 14:22:38.707000+00:00,18.26,68.91,997.43,174.38
2024-05-19 14:23:38.866000+00:00,18.39,68.91,997.45,185.62
2024-05-19 14:24:38.923000+00:00,18.63,68.28,997.45,191.25
2024-05-19 14:25:39.062000+00:00,18.57,67.47,997.43,202.50
2024-05-19 14:26:39.273000+00:00,18.63,67.57,997.41,208.12
2024-05-19 14:27:39.348000+00:00,18.60,68.38,997.42,219.38
2024-05-19 14:28:39.502000+00:00,18.75,68.04,997.42,230.62
2024-05-19 14:29:39.561000+00:00,18.91,67.21,997.40,230.62
2024-05-19 14:30:39.704000+00:00,19.14,66.47,997.40,236.25
2024-05-19 14:31:39.940000+00:00,19.43,65.94,997.41,241.88
2024-05-19 14:32:40.056000+00:00,19.48,65.94,997.41,241.88
2024-05-19 14:33:40.120000+00:00,19.44,66.44,997.40,241.88
2024-05-19 14:34:40.161000+00:00,19.40,66.24,997.40,247.50
2024-05-19 14:35:40.405000+00:00,19.41,65.84,997.42,247.50
2024-05-19 14:36:40.492000+00:00,19.47,66.24,997.44,253.12
2024-05-19 14:37:40.561000+00:00,19.74,65.60,997.46,253.12
2024-05-19 14:38:40.658000+00:00,19.69,65.80,997.47,253.12
2024-05-19 14:39:40.845000+00:00,19.87,65.17,997.46,258.75
2024-05-19 14:40:40.984000+00:00,19.76,64.70,997.46,253.12
2024-05-19 14:41:41.036000+00:00,19.73,65.60,997.46,253.12
2024-05-19 14:42:41.173000+00:00,20.01,65.17,997.46,270.00
2024-05-19 14:43:41.314000+00:00,19.99,64.27,997.46,270.00
2024-05-19 14:44:41.474000+00:00,20.17,63.93,997.46,258.75
