,createdAt,Luftdruck,Temperatur,UV-Intensität,rel. Luftfeuchte
4281,2024-05-25 16:26:31.589000+00:00,1002.94,21.65,348.75,51.54
4282,2024-05-25 16:27:31.675000+00:00,,21.65,348.75,51.54
4283,2024-05-25 16:28:31.075000+00:00,,21.65,348.75,51.64
4284,2024-05-25 16:29:31.262000+00:00,1002.93,21.67,348.75,51.64
4285,2024-05-25 16:30:32.042000+00:00,1002.93,21.68,348.75,51.52
4286,2024-05-25 16:31:31.517000+00:00,1002.92,21.71,348.75,51.52
4287,2024-05-25 16:32:31.711000+00:00,1002.92,21.74,348.75,51.32
4288,2024-05-25 16:33:31.731000+00:00,1002.93,,348.75,51.32
4289,2024-05-25 16:34:33.149000+00:00,1002.92,,348.75,
4290,2024-05-25 16:35:31.923000+00:00,1002.91,21.75,348.75,51.32
4291,2024-05-25 16:36:32.107000+00:00,1002.91,,348.75,51.42
4292,2024-05-25 16:37:32.168000+00:00,1002.9,,348.75,51.32
4293,2024-05-25 16:38:32.320000+00:00,1002.9,,348.75,51.22
4294,2024-05-25 16:39:32.429000+00:00,1002.9,21.65,348.75,51.44
4295,2024-05-25 16:40:32.545000+00:00,1002.9,,348.75,51.54
4296,2024-05-25 16:41:32.699000+00:00,1002.9,,348.75,51.44
4297,2024-05-25 16:42:33.542000+00:00,1002.9,,348.75,51.74
4298,2024-05-25 16:43:32.859000+00:00,1002.91,,348.75,
4299,2024-05-25 16:44:34.355000+00:00,1002.91,21.52,348.75,51.54
4300,2024-05-25 16:45:33.165000+00:00,1002.91,,348.75,51.54
4301,2024-05-25 16:46:33.473000+00:00,1002.92,,348.75,51.54
4302,2024-05-25 16:47:33.434000+00:00,1002.92,,348.75,
4303,2024-05-25 16:48:33.644000+00:00,,,348.75,51.44
4304,2024-05-25 16:49:33.738000+00:00,,21.46,348.75,51.34
4305,2024-05-25 16:50:33.790000+00:00,,21.46,348.75,51.34
4306,2024-05-25 16:51:33.946000+00:00,1002.93,21.46,348.75,51.25
4307,2024-05-25 16:52:34.090000+00:00,1002.93,21.44,348.75,51.25
4308,2024-05-25 16:53:34.267000+00:00,1002.93,21.44,348.75,51.14
4309,2024-05-25 16:54:34.320000+00:00,1002.93,21.46,348.75,51.14
4310,2024-05-25 16:55:34.457000+00:00,1002.94,21.46,348.75,51.34
4311,2024-05-25 16:56:34.620000+00:00,1002.94,21.47,348.75,51.34
4312,2024-05-25 16:57:34.749000+00:00,1002.95,21.5,348.75,51.54
4313,2024-05-25 16:58:34.930000+00:00,1002.95,21.47,348.75,51.34
4314,2024-05-25 16:59:35.003000+00:00,1002.94,21.44,348.75,
4315,2024-05-25 17:00:35.123000+00:00,1002.93,21.47,348.75,
4316,2024-05-25 17:01:36.055000+00:00,1002.93,21.4,348.75,50.87
4317,2024-05-25 17:02:35.344000+00:00,1002.93,21.4,348.75,51.17
4318,2024-05-25 17:03:35.475000+00:00,1002.93,21.4,348.75,51.37
4319,2024-05-25 17:04:35.515000+00:00,1002.92,21.43,348.75,51.17
4320,2024-05-25 17:05:35.673000+00:00,1002.92,21.44,348.75,51.14
4321,2024-05-25 17:06:35.741000+00:00,1002.91,21.47,348.75,51.25
4322,2024-05-25 17:07:35.893000+00:00,1002.91,21.47,348.75,50.84
4323,2024-05-25 17:08:36.015000+00:00,,21.46,348.75,50.94
4324,2024-05-25 17:09:36.115000+00:00,1002.92,21.47,348.75,50.84
4325,2024-05-25 17:10:36.176000+00:00,,21.52,348.75,50.84
4326,2024-05-25 17:11:36.382000+00:00,,21.53,348.75,50.84
4327,2024-05-25 17:12:37.052000+00:00,,21.58,348.75,50.84
4328,2024-05-25 17:13:36.558000+00:00,,,348.75,50.54
4329,2024-05-25 17:14:39.643000+00:00,1002.95,,348.75,
4330,2024-05-25 17:15:36.790000+00:00,1002.96,,348.75,
4331,2024-05-25 17:16:36.950000+00:00,1002.97,,348.75,
4332,2024-05-25 17:17:40.457000+00:00,1002.97,,348.75,
4333,2024-05-25 17:18:38.199000+00:00,1002.99,,348.75,
4334,2024-05-25 17:19:37.238000+00:00,1002.99,,348.75,
4335,2024-05-25 17:20:37.385000+00:00,1002.99,,348.75,
4336,2024-05-25 17:21:37.568000+00:00,1002.99,,348.75,49.57
4337,2024-05-25 17:22:37.630000+00:00,1002.99,,348.75,
4338,2024-05-25 17:23:37.868000+00:00,1002.98,22.28,348.75,49.47
4339,2024-05-25 17:24:37.928000+00:00,1002.98,22.35,348.75,49.27
4340,2024-05-25 17:25:37.963000+00:00,1002.98,22.33,348.75,49.47
4341,2024-05-25 17:26:38.115000+00:00,1002.97,22.3,348.75,49.37
4342,2024-05-25 17:27:38.242000+00:00,1002.97,22.33,348.75,49.27
4343,2024-05-25 17:28:38.422000+00:00,,,348.75,49.47
4344,2024-05-25 17:29:38.529000+00:00,1002.96,,348.75,49.37
4345,2024-05-25 17:30:38.611000+00:00,1002.96,,348.75,49.47
4346,2024-05-25 17:31:38.733000+00:00,1002.95,,348.75,49.37
4347,2024-05-25 17:32:38.935000+00:00,1002.96,,348.75,49.37
4348,2024-05-25 17:33:39.094000+00:00,1002.95,,348.75,49.27
4349,2024-05-25 17:34:39.159000+00:00,1002.94,22.22,348.75,49.17
4350,2024-05-25 17:35:39.358000+00:00,1002.92,22.22,348.75,49.27
4351,2024-05-25 17:36:39.427000+00:00,1002.91,22.2,348.75,49.67
4352,2024-05-25 17:37:40.059000+00:00,1002.9,22.21,348.75,49.47
4353,2024-05-25 17:38:39.624000+00:00,1002.89,22.18,348.75,49.67
4354,2024-05-25 17:39:40.567000+00:00,1002.89,22.21,348.75,49.67
4355,2024-05-25 17:40:39.796000+00:00,1002.89,22.2,348.75,49.77
4356,2024-05-25 17:41:39.989000+00:00,1002.89,22.18,348.75,49.97
4357,2024-05-25 17:42:40.050000+00:00,1002.9,22.14,348.75,49.69
4358,2024-05-25 17:43:40.205000+00:00,1002.9,22.09,348.75,49.79
4359,2024-05-25 17:44:40.282000+00:00,1002.91,22.07,348.75,49.9
4360,2024-05-25 17:45:40.452000+00:00,1002.92,22.07,348.75,49.79
4361,2024-05-25 17:46:40.654000+00:00,1002.93,22.02,348.75,49.19
4362,2024-05-25 17:47:40.739000+00:00,1002.94,21.99,348.75,49.19
4363,2024-05-25 17:48:40.796000+00:00,1002.94,21.96,348.75,49.19
4364,2024-05-25 17:49:40.885000+00:00,1002.94,,348.75,48.9
4365,2024-05-25 17:50:40.948000+00:00,1002.95,,348.75,48.82
4366,2024-05-25 17:51:41.033000+00:00,,,348.75,48.92
4367,2024-05-25 17:52:41.125000+00:00,,,348.75,48.61
4368,2024-05-25 17:53:41.185000+00:00,,,348.75,
4369,2024-05-25 17:54:41.415000+00:00,,21.69,348.75,
4370,2024-05-25 17:55:41.454000+00:00,,21.67,348.75,
4371,2024-05-25 17:56:41.657000+00:00,1002.99,21.69,348.75,
4372,2024-05-25 17:57:41.746000+00:00,1003.0,21.65,348.75,
4373,2024-05-25 17:58:41.814000+00:00,1003.0,21.64,348.75,
4374,2024-05-25 17:59:42.037000+00:00,1003.02,21.61,348.75,
4375,2024-05-25 18:00:42.216000+00:00,1003.02,21.58,348.75,
4376,2024-05-25 18:01:42.172000+00:00,1003.03,21.56,348.75,50.84
4377,2024-05-25 18:02:42.352000+00:00,1003.02,21.56,348.75,51.04
4378,2024-05-25 18:03:42.523000+00:00,1003.02,21.53,348.75,50.84
4379,2024-05-25 18:04:42.568000+00:00,1003.01,21.5,348.75,50.94
4380,2024-05-25 18:05:42.630000+00:00,1003.01,21.52,348.75,51.14
4381,2024-05-25 18:06:42.718000+00:00,1003.02,21.54,348.75,51.14
4382,2024-05-25 18:07:42.770000+00:00,1003.02,21.56,348.75,51.25
4383,2024-05-25 18:08:42.917000+00:00,1003.03,21.62,348.75,51.34
4384,2024-05-25 18:09:43.102000+00:00,1003.04,21.65,348.75,51.34
4385,2024-05-25 18:10:43.178000+00:00,1003.05,21.72,348.75,51.22
4386,2024-05-25 18:11:43.368000+00:00,1003.06,21.84,348.75,51.12
4387,2024-05-25 18:12:43.500000+00:00,1003.07,21.96,348.75,50.79
4388,2024-05-25 18:13:43.577000+00:00,1003.08,22.03,348.75,50.49
4389,2024-05-25 18:14:43.686000+00:00,1003.1,22.03,348.75,
4390,2024-05-25 18:15:43.735000+00:00,1003.11,21.9,348.75,
4391,2024-05-25 18:16:43.898000+00:00,1003.12,21.74,348.75,51.22
4392,2024-05-25 18:17:44.017000+00:00,1003.14,21.61,348.75,51.74
4393,2024-05-25 18:18:46.505000+00:00,1003.15,,348.75,52.14
4394,2024-05-25 18:19:44.292000+00:00,1003.16,21.4,348.75,52.17
4395,2024-05-25 18:20:44.339000+00:00,1003.17,,348.75,52.37
4396,2024-05-25 18:21:44.401000+00:00,1003.18,,348.75,52.57
4397,2024-05-25 18:22:44.603000+00:00,,,348.75,52.77
4398,2024-05-25 18:23:44.730000+00:00,,,348.75,
4399,2024-05-25 18:24:44.805000+00:00,,,348.75,
4400,2024-05-25 18:25:44.980000+00:00,,,348.75,53.3
4401,2024-05-25 18:26:45.275000+00:00,,20.94,348.75,53.5
4402,2024-05-25 18:27:45.179000+00:00,1003.24,20.92,348.75,53.52
4403,2024-05-25 18:28:45.374000+00:00,1003.25,20.88,348.75,53.82
4404,2024-05-25 18:29:45.639000+00:00,1003.25,20.82,348.75,53.92
4405,2024-05-25 18:30:47.433000+00:00,1003.26,20.8,348.75,54.02
4406,2024-05-25 18:31:47.688000+00:00,1003.27,20.77,348.75,54.22
4407,2024-05-25 18:32:45.909000+00:00,1003.27,20.73,348.75,54.43
4408,2024-05-25 18:33:46.748000+00:00,1003.28,20.73,348.75,54.45
4409,2024-05-25 18:34:45.978000+00:00,1003.28,20.7,348.75,54.45
4410,2024-05-25 18:35:46.684000+00:00,1003.28,20.67,348.75,54.55
4411,2024-05-25 18:36:46.267000+00:00,1003.28,20.64,348.75,54.65
4412,2024-05-25 18:37:46.349000+00:00,1003.27,20.62,348.75,54.75
4413,2024-05-25 18:38:46.422000+00:00,1003.27,20.58,348.75,
4414,2024-05-25 18:39:46.559000+00:00,1003.26,20.54,348.75,
4415,2024-05-25 18:40:46.684000+00:00,1003.25,20.47,348.75,
4416,2024-05-25 18:41:47.081000+00:00,,20.47,348.75,56.08
4417,2024-05-25 18:42:46.995000+00:00,,20.42,348.75,56.48
4418,2024-05-25 18:43:47.033000+00:00,,,348.75,
4419,2024-05-25 18:44:48.160000+00:00,,,348.75,56.58
4420,2024-05-25 18:45:47.310000+00:00,1003.29,20.36,348.75,56.58
4421,2024-05-25 18:46:47.403000+00:00,1003.31,,348.75,57.08
4422,2024-05-25 18:47:47.622000+00:00,1003.33,20.31,348.75,57.28
4423,2024-05-25 18:48:47.621000+00:00,1003.34,20.26,348.75,57.28
4424,2024-05-25 18:49:47.768000+00:00,1003.35,20.23,348.75,57.21
4425,2024-05-25 18:50:47.923000+00:00,1003.36,20.21,348.75,57.41
4426,2024-05-25 18:51:47.995000+00:00,1003.36,20.18,348.75,57.51
4427,2024-05-25 18:52:48.054000+00:00,1003.37,20.16,348.75,57.71
4428,2024-05-25 18:53:48.244000+00:00,1003.37,20.14,348.75,
4429,2024-05-25 18:54:48.294000+00:00,1003.38,20.11,348.75,
4430,2024-05-25 18:55:48.490000+00:00,1003.39,20.1,348.75,
4431,2024-05-25 18:56:48.579000+00:00,1003.4,,348.75,
4432,2024-05-25 18:57:48.688000+00:00,1003.41,20.05,348.75,
4433,2024-05-25 18:58:48.811000+00:00,1003.42,20.05,348.75,
4434,2024-05-25 18:59:48.923000+00:00,1003.43,20.01,348.75,59.25
4435,2024-05-25 19:00:49.096000+00:00,1003.44,,348.75,59.65
4436,2024-05-25 19:01:49.130000+00:00,1003.45,,348.75,59.65
4437,2024-05-25 19:02:49.336000+00:00,1003.46,19.94,348.75,59.65
4438,2024-05-25 19:03:49.505000+00:00,1003.46,19.91,348.75,59.75
4439,2024-05-25 19:04:49.437000+00:00,1003.47,19.87,348.75,59.25
4440,2024-05-25 19:05:49.526000+00:00,1003.48,19.87,348.75,59.55
4441,2024-05-25 19:06:50.780000+00:00,1003.49,19.87,348.75,59.95
4442,2024-05-25 19:07:49.775000+00:00,,19.86,348.75,60.35
4443,2024-05-25 19:08:49.855000+00:00,,19.84,348.75,
4444,2024-05-25 19:09:50.039000+00:00,,19.83,348.75,60.96
4445,2024-05-25 19:10:50.276000+00:00,,19.81,348.75,61.05
4446,2024-05-25 19:11:50.299000+00:00,1003.53,19.8,348.75,
4447,2024-05-25 19:12:50.405000+00:00,,19.77,348.75,
4448,2024-05-25 19:13:50.479000+00:00,1003.54,19.74,348.75,
4449,2024-05-25 19:14:50.665000+00:00,1003.55,,348.75,
4450,2024-05-25 19:15:51.601000+00:00,1003.56,,348.75,
4451,2024-05-25 19:16:50.817000+00:00,1003.56,,348.75,
4452,2024-05-25 19:17:51.049000+00:00,1003.56,,348.75,
4453,2024-05-25 19:18:51.117000+00:00,1003.56,,348.75,
4454,2024-05-25 19:19:51.244000+00:00,1003.57,,348.75,
4455,2024-05-25 19:20:51.346000+00:00,1003.56,,348.75,
4456,2024-05-25 19:21:51.390000+00:00,1003.57,,348.75,63.79
4457,2024-05-25 19:22:51.473000+00:00,,,348.75,
4458,2024-05-25 19:23:51.630000+00:00,,,348.75,64.0
4459,2024-05-25 19:24:51.799000+00:00,,,348.75,64.13
4460,2024-05-25 19:25:51.897000+00:00,,19.55,348.75,64.23
4461,2024-05-25 19:26:51.995000+00:00,,,348.75,63.82
4462,2024-05-25 19:27:52.056000+00:00,,19.55,348.75,64.13
4463,2024-05-25 19:28:52.201000+00:00,,19.55,348.75,64.23
4464,2024-05-25 19:29:52.397000+00:00,,19.55,348.75,63.93
4465,2024-05-25 19:30:52.567000+00:00,,19.55,348.75,64.13
4466,2024-05-25 19:31:52.528000+00:00,,19.55,348.75,64.13
4467,2024-05-25 19:32:52.781000+00:00,1003.65,19.55,348.75,64.33
4468,2024-05-25 19:33:52.906000+00:00,1003.65,19.55,348.75,
4469,2024-05-25 19:34:52.854000+00:00,1003.65,19.55,348.75,
4470,2024-05-25 19:35:53.017000+00:00,1003.66,19.51,348.75,
4471,2024-05-25 19:36:53.062000+00:00,1003.66,19.54,348.75,
4472,2024-05-25 19:37:53.232000+00:00,1003.65,19.51,348.75,
4473,2024-05-25 19:38:53.323000+00:00,1003.65,19.54,348.75,66.64
4474,2024-05-25 19:39:53.390000+00:00,1003.65,19.55,348.75,66.84
4475,2024-05-25 19:40:53.439000+00:00,1003.65,19.51,348.75,
4476,2024-05-25 19:41:53.631000+00:00,,,348.75,67.14
4477,2024-05-25 19:42:53.688000+00:00,,,348.75,
4478,2024-05-25 19:43:53.802000+00:00,1003.67,19.5,348.75,67.74
4479,2024-05-25 19:44:53.985000+00:00,,19.5,348.75,67.74
4480,2024-05-25 19:45:54.133000+00:00,,19.48,348.75,67.85
4481,2024-05-25 19:46:54.260000+00:00,,19.48,348.75,67.74
4482,2024-05-25 19:47:54.390000+00:00,1003.71,19.47,348.75,68.05
4483,2024-05-25 19:48:54.428000+00:00,1003.72,19.47,348.75,67.94
4484,2024-05-25 19:49:54.566000+00:00,1003.74,19.46,348.75,68.55
4485,2024-05-25 19:50:54.713000+00:00,1003.74,19.44,348.75,68.65
4486,2024-05-25 19:51:54.873000+00:00,1003.75,19.46,348.75,68.45
4487,2024-05-25 19:52:54.985000+00:00,1003.76,19.44,348.75,68.55
4488,2024-05-25 19:53:55.121000+00:00,,19.43,348.75,
4489,2024-05-25 19:54:55.181000+00:00,,19.43,348.75,
4490,2024-05-25 19:55:55.337000+00:00,,19.4,348.75,69.15
4491,2024-05-25 19:56:55.508000+00:00,,,348.75,68.95
4492,2024-05-25 19:57:55.572000+00:00,,19.4,348.75,
4493,2024-05-25 19:58:55.768000+00:00,,19.39,348.75,
4494,2024-05-25 19:59:55.857000+00:00,,19.36,348.75,69.65
4495,2024-05-25 20:00:56.104000+00:00,1003.83,19.33,348.75,69.96
4496,2024-05-25 20:01:56.163000+00:00,1003.84,19.31,348.75,70.29
4497,2024-05-25 20:02:56.314000+00:00,1003.85,19.31,348.75,69.49
4498,2024-05-25 20:03:58.320000+00:00,1003.86,19.29,348.75,69.69
4499,2024-05-25 20:04:56.492000+00:00,1003.86,19.29,348.75,69.89
4500,2024-05-25 20:05:56.666000+00:00,1003.86,,348.75,69.99
4501,2024-05-25 20:06:56.732000+00:00,1003.86,,348.75,70.89
4502,2024-05-25 20:07:56.786000+00:00,1003.85,,348.75,70.5
4503,2024-05-25 20:08:57.003000+00:00,1003.84,19.23,348.75,70.19
4504,2024-05-25 20:09:57.619000+00:00,1003.84,19.21,348.75,70.39
4505,2024-05-25 20:10:57.171000+00:00,1003.84,19.19,348.75,71.0
4506,2024-05-25 20:11:57.335000+00:00,1003.85,19.19,348.75,70.7
4507,2024-05-25 20:12:57.459000+00:00,1003.85,19.19,348.75,70.5
4508,2024-05-25 20:13:57.512000+00:00,1003.86,19.16,348.75,70.7
4509,2024-05-25 20:14:57.675000+00:00,1003.85,19.16,348.75,69.99
4510,2024-05-25 20:15:57.797000+00:00,1003.86,19.16,348.75,
4511,2024-05-25 20:16:57.971000+00:00,,19.13,348.75,
4512,2024-05-25 20:17:59.521000+00:00,,19.13,348.75,
4513,2024-05-25 20:18:58.335000+00:00,,19.11,348.75,
4514,2024-05-25 20:19:58.223000+00:00,,19.08,348.75,71.7
4515,2024-05-25 20:20:58.448000+00:00,1003.9,19.07,348.75,71.33
4516,2024-05-25 20:21:58.541000+00:00,1003.91,19.02,348.75,
4517,2024-05-25 20:22:58.587000+00:00,1003.91,18.98,348.75,71.94
4518,2024-05-25 20:23:58.747000+00:00,1003.91,,348.75,
4519,2024-05-25 20:24:58.876000+00:00,,18.91,348.75,
4520,2024-05-25 20:25:59.015000+00:00,1003.93,18.9,348.75,71.53
4521,2024-05-25 20:26:59.226000+00:00,1003.93,18.87,348.75,71.94
4522,2024-05-25 20:27:59.292000+00:00,,18.82,348.75,71.56
4523,2024-05-25 20:28:59.420000+00:00,,18.81,348.75,71.36
4524,2024-05-25 20:29:59.586000+00:00,1003.94,18.8,348.75,71.47
4525,2024-05-25 20:30:59.742000+00:00,1003.94,18.78,348.75,71.56
4526,2024-05-25 20:31:59.836000+00:00,1003.95,18.76,348.75,71.77
4527,2024-05-25 20:33:00.056000+00:00,1003.94,18.73,348.75,71.56
4528,2024-05-25 20:34:00.145000+00:00,1003.95,18.72,348.75,71.47
4529,2024-05-25 20:35:01.347000+00:00,1003.95,,348.75,72.47
4530,2024-05-25 20:36:00.315000+00:00,1003.95,18.65,348.75,71.77
4531,2024-05-25 20:37:00.389000+00:00,1003.96,,348.75,72.2
4532,2024-05-25 20:38:00.484000+00:00,1003.96,,348.75,72.2
4533,2024-05-25 20:39:00.611000+00:00,1003.97,,348.75,72.51
4534,2024-05-25 20:40:00.668000+00:00,1003.96,,348.75,72.31
4535,2024-05-25 20:41:00.756000+00:00,,,348.75,72.81
4536,2024-05-25 20:42:01.289000+00:00,,,348.75,71.3
4537,2024-05-25 20:43:00.994000+00:00,,18.45,348.75,71.8
4538,2024-05-25 20:44:01.062000+00:00,,18.44,348.75,72.11
4539,2024-05-25 20:45:01.248000+00:00,,18.39,348.75,71.23
4540,2024-05-25 20:46:01.369000+00:00,,18.37,348.75,71.94
4541,2024-05-25 20:47:01.511000+00:00,,18.36,348.75,72.24
4542,2024-05-25 20:48:01.720000+00:00,1004.02,,348.75,72.44
4543,2024-05-25 20:49:01.765000+00:00,1004.04,,348.75,
4544,2024-05-25 20:50:01.748000+00:00,1004.05,18.37,348.75,72.14
4545,2024-05-25 20:51:01.951000+00:00,1004.06,18.36,348.75,71.13
4546,2024-05-25 20:52:02.012000+00:00,1004.05,18.37,348.75,71.13
4547,2024-05-25 20:53:02.186000+00:00,1004.04,18.3,348.75,70.62
4548,2024-05-25 20:54:02.339000+00:00,1004.04,,348.75,
4549,2024-05-25 20:55:02.459000+00:00,,,348.75,71.64
4550,2024-05-25 20:56:02.510000+00:00,,,348.75,70.73
4551,2024-05-25 20:57:02.672000+00:00,,,348.75,71.73
4552,2024-05-25 20:58:02.815000+00:00,,,348.75,70.83
4553,2024-05-25 20:59:02.910000+00:00,,,348.75,70.73
4554,2024-05-25 21:00:03.064000+00:00,,,348.75,70.53
4555,2024-05-25 21:01:03.138000+00:00,1004.07,,348.75,70.56
4556,2024-05-25 21:02:03.181000+00:00,1004.08,18.11,348.75,71.47
4557,2024-05-25 21:03:03.383000+00:00,1004.1,18.11,348.75,71.67
4558,2024-05-25 21:04:03.608000+00:00,1004.11,18.08,348.75,72.07
4559,2024-05-25 21:05:03.629000+00:00,1004.1,18.08,348.75,71.87
4560,2024-05-25 21:06:04.242000+00:00,1004.09,18.08,348.75,72.07
4561,2024-05-25 21:07:03.788000+00:00,1004.1,18.1,348.75,72.67
4562,2024-05-25 21:08:03.902000+00:00,1004.09,18.07,348.75,
4563,2024-05-25 21:09:04.033000+00:00,1004.09,18.07,348.75,
4564,2024-05-25 21:10:04.075000+00:00,1004.09,18.07,348.75,
4565,2024-05-25 21:11:10.183000+00:00,,18.05,348.75,72.98
4566,2024-05-25 21:12:06.142000+00:00,,18.07,348.75,73.88
4567,2024-05-25 21:13:11.259000+00:00,,,348.75,73.38
4568,2024-05-25 21:14:05.592000+00:00,,,348.75,74.19
4569,2024-05-25 21:15:04.672000+00:00,,,348.75,
4570,2024-05-25 21:16:04.798000+00:00,,,348.75,73.68
4571,2024-05-25 21:17:05.679000+00:00,,,348.75,
4572,2024-05-25 21:18:05.160000+00:00,1004.15,17.95,348.75,73.28
4573,2024-05-25 21:19:05.276000+00:00,1004.16,17.96,348.75,73.88
4574,2024-05-25 21:20:05.357000+00:00,1004.17,17.99,348.75,73.88
4575,2024-05-25 21:21:05.528000+00:00,1004.17,17.97,348.75,73.99
4576,2024-05-25 21:22:05.668000+00:00,1004.18,17.99,348.75,
4577,2024-05-25 21:23:05.791000+00:00,,17.97,348.75,73.58
4578,2024-05-25 21:24:05.895000+00:00,,17.96,348.75,73.79
4579,2024-05-25 21:25:06.649000+00:00,,17.95,348.75,73.38
4580,2024-05-25 21:26:06.148000+00:00,,17.96,348.75,73.88
4581,2024-05-25 21:27:06.321000+00:00,,18.0,348.75,73.48
4582,2024-05-25 21:28:06.349000+00:00,1004.19,17.97,348.75,73.68
4583,2024-05-25 21:29:06.504000+00:00,1004.2,17.96,348.75,73.99
4584,2024-05-25 21:30:06.709000+00:00,1004.21,17.96,348.75,73.28
4585,2024-05-25 21:31:06.779000+00:00,1004.22,17.95,348.75,73.88
4586,2024-05-25 21:32:06.931000+00:00,1004.23,17.95,348.75,73.68
4587,2024-05-25 21:33:07.059000+00:00,1004.23,17.92,348.75,
4588,2024-05-25 21:34:09.038000+00:00,1004.24,17.9,348.75,
4589,2024-05-25 21:35:07.240000+00:00,1004.23,17.9,348.75,
4590,2024-05-25 21:36:07.516000+00:00,1004.23,17.89,348.75,
4591,2024-05-25 21:37:08.209000+00:00,1004.22,17.89,348.75,74.83
4592,2024-05-25 21:38:07.596000+00:00,,17.87,348.75,75.43
4593,2024-05-25 21:39:07.782000+00:00,,17.9,348.75,
4594,2024-05-25 21:40:07.843000+00:00,,,348.75,
4595,2024-05-25 21:41:07.914000+00:00,,,348.75,74.93
4596,2024-05-25 21:42:08.128000+00:00,,17.81,348.75,74.73
4597,2024-05-25 21:43:08.139000+00:00,,17.79,348.75,
4598,2024-05-25 21:44:08.313000+00:00,,17.82,348.75,
4599,2024-05-25 21:45:08.413000+00:00,,17.79,348.75,74.73
4600,2024-05-25 21:46:10.147000+00:00,1004.17,17.79,348.75,75.13
4601,2024-05-25 21:47:08.740000+00:00,1004.17,17.86,348.75,75.03
4602,2024-05-25 21:48:08.956000+00:00,1004.17,17.92,348.75,75.34
4603,2024-05-25 21:49:08.924000+00:00,1004.17,17.9,348.75,74.63
4604,2024-05-25 21:50:08.892000+00:00,1004.17,17.87,348.75,74.83
4605,2024-05-25 21:51:09.078000+00:00,1004.16,17.84,348.75,74.93
4606,2024-05-25 21:52:09.173000+00:00,1004.16,17.82,348.75,74.73
4607,2024-05-25 21:53:09.231000+00:00,1004.16,17.78,348.75,75.03
4608,2024-05-25 21:54:09.487000+00:00,1004.17,,348.75,74.32
4609,2024-05-25 21:55:09.454000+00:00,1004.17,17.77,348.75,74.32
4610,2024-05-25 21:56:09.622000+00:00,1004.17,,348.75,74.32
4611,2024-05-25 21:57:09.773000+00:00,1004.16,17.68,348.75,
4612,2024-05-25 21:58:09.891000+00:00,1004.15,17.63,348.75,74.56
4613,2024-05-25 21:59:10.062000+00:00,1004.14,17.62,348.75,74.87
4614,2024-05-25 22:00:10.200000+00:00,1004.14,17.62,348.75,74.76
4615,2024-05-25 22:01:10.291000+00:00,1004.14,17.58,348.75,75.16
4616,2024-05-25 22:02:10.421000+00:00,,17.55,348.75,75.37
4617,2024-05-25 22:03:10.557000+00:00,,17.54,348.75,75.16
4618,2024-05-25 22:04:10.600000+00:00,,17.52,348.75,75.07
4619,2024-05-25 22:05:10.866000+00:00,,17.51,348.75,74.66
4620,2024-05-25 22:06:11.754000+00:00,,,348.75,75.07
4621,2024-05-25 22:07:10.925000+00:00,,,348.75,
4622,2024-05-25 22:08:11.018000+00:00,,,348.75,
4623,2024-05-25 22:09:11.135000+00:00,1004.19,,348.75,
4624,2024-05-25 22:10:11.186000+00:00,1004.21,,348.75,75.31
4625,2024-05-25 22:11:11.352000+00:00,1004.23,,348.75,75.91
4626,2024-05-25 22:12:11.476000+00:00,1004.23,17.26,348.75,75.31
4627,2024-05-25 22:13:11.526000+00:00,1004.23,,348.75,75.54
4628,2024-05-25 22:14:13.968000+00:00,1004.23,17.16,348.75,76.15
4629,2024-05-25 22:15:11.925000+00:00,1004.23,17.21,348.75,76.25
4630,2024-05-25 22:16:11.916000+00:00,1004.22,17.19,348.75,76.15
4631,2024-05-25 22:17:12.045000+00:00,1004.22,17.21,348.75,76.35
4632,2024-05-25 22:18:12.360000+00:00,1004.22,17.23,348.75,75.91
4633,2024-05-25 22:19:12.320000+00:00,1004.21,,348.75,76.01
4634,2024-05-25 22:20:12.404000+00:00,1004.21,17.22,348.75,75.74
4635,2024-05-25 22:21:12.529000+00:00,1004.21,17.22,348.75,76.04
4636,2024-05-25 22:22:12.626000+00:00,1004.21,17.21,348.75,75.84
4637,2024-05-25 22:23:13.759000+00:00,,17.19,348.75,
4638,2024-05-25 22:24:12.876000+00:00,1004.22,17.22,348.75,
4639,2024-05-25 22:25:13.728000+00:00,1004.23,17.19,348.75,
4640,2024-05-25 22:26:13.803000+00:00,1004.24,17.18,348.75,
4641,2024-05-25 22:27:13.252000+00:00,1004.25,17.16,348.75,76.04
4642,2024-05-25 22:28:13.298000+00:00,1004.25,17.16,348.75,76.04
4643,2024-05-25 22:29:13.373000+00:00,1004.25,17.16,348.75,76.15
4644,2024-05-25 22:30:13.548000+00:00,1004.24,,348.75,76.15
4645,2024-05-25 22:31:13.647000+00:00,1004.24,,348.75,76.15
4646,2024-05-25 22:32:13.715000+00:00,1004.24,,348.75,76.04
4647,2024-05-25 22:33:13.961000+00:00,1004.24,,348.75,75.95
4648,2024-05-25 22:34:13.947000+00:00,1004.25,,348.75,
4649,2024-05-25 22:35:14.011000+00:00,1004.25,,348.75,76.18
4650,2024-05-25 22:36:14.330000+00:00,1004.26,,348.75,76.18
4651,2024-05-25 22:37:14.326000+00:00,1004.26,16.86,348.75,76.08
4652,2024-05-25 22:38:14.408000+00:00,1004.26,16.81,348.75,76.59
4653,2024-05-25 22:39:14.496000+00:00,1004.26,16.78,348.75,76.93
