,createdAt,Luftdruck,Temperatur,UV-Intensität,rel. Luftfeuchte
1923,2024-05-24 00:35:34.767000+00:00,1004.37,13.97,0.0,90.07
1924,2024-05-24 00:36:35.353000+00:00,1004.38,13.88,0.0,89.87
1925,2024-05-24 00:37:34.885000+00:00,1004.38,13.84,0.0,90.37
1926,2024-05-24 00:38:35.050000+00:00,1004.37,13.89,0.0,90.27
1927,2024-05-24 00:39:35.103000+00:00,1004.38,13.84,0.0,90.22
1928,2024-05-24 00:40:35.285000+00:00,1004.37,,0.0,
1929,2024-05-24 00:41:35.373000+00:00,1004.36,13.96,0.0,
1930,2024-05-24 00:42:35.480000+00:00,,14.12,0.0,89.42
1931,2024-05-24 00:43:36.349000+00:00,1004.35,14.09,0.0,89.22
1932,2024-05-24 00:44:35.821000+00:00,1004.35,13.99,0.0,89.46
1933,2024-05-24 00:45:35.936000+00:00,,13.99,0.0,89.66
1934,2024-05-24 00:46:36.110000+00:00,,13.95,0.0,89.46
1935,2024-05-24 00:47:36.257000+00:00,,13.82,0.0,90.01
1936,2024-05-24 00:48:36.268000+00:00,,13.89,0.0,90.17
1937,2024-05-24 00:49:36.395000+00:00,,14.02,0.0,89.56
1938,2024-05-24 00:50:36.664000+00:00,,14.03,0.0,
1939,2024-05-24 00:51:36.964000+00:00,1004.27,13.91,0.0,89.87
1940,2024-05-24 00:52:36.743000+00:00,,13.92,0.0,90.27
1941,2024-05-24 00:53:37.884000+00:00,1004.27,13.99,0.0,89.76
1942,2024-05-24 00:54:37.027000+00:00,1004.25,14.06,0.0,89.42
1943,2024-05-24 00:55:37.171000+00:00,1004.25,13.99,0.0,
1944,2024-05-24 00:56:37.389000+00:00,,13.88,0.0,89.76
1945,2024-05-24 00:57:37.450000+00:00,,13.81,0.0,90.42
1946,2024-05-24 00:58:38.354000+00:00,,13.87,0.0,
1947,2024-05-24 00:59:37.666000+00:00,,13.92,0.0,89.76
1948,2024-05-24 01:00:37.831000+00:00,,13.85,0.0,90.27
1949,2024-05-24 01:01:38.424000+00:00,,13.95,0.0,90.17
1950,2024-05-24 01:02:38.153000+00:00,,14.06,0.0,89.97
1951,2024-05-24 01:03:38.291000+00:00,1004.23,13.97,0.0,89.76
1952,2024-05-24 01:04:38.326000+00:00,1004.23,,0.0,89.97
1953,2024-05-24 01:05:38.514000+00:00,1004.23,,0.0,89.87
1954,2024-05-24 01:06:38.553000+00:00,1004.22,13.81,0.0,90.42
1955,2024-05-24 01:07:38.698000+00:00,1004.23,13.82,0.0,90.72
1956,2024-05-24 01:08:39.873000+00:00,1004.23,13.82,0.0,90.48
1957,2024-05-24 01:09:39.854000+00:00,1004.23,,0.0,90.07
1958,2024-05-24 01:10:39.081000+00:00,1004.23,,0.0,
1959,2024-05-24 01:11:39.917000+00:00,,,0.0,
1960,2024-05-24 01:12:39.903000+00:00,,,0.0,
1961,2024-05-24 01:13:39.891000+00:00,,13.84,0.0,89.87
1962,2024-05-24 01:14:39.584000+00:00,,13.79,0.0,90.72
1963,2024-05-24 01:15:39.686000+00:00,1004.28,,0.0,90.83
1964,2024-05-24 01:16:39.759000+00:00,1004.28,13.81,0.0,90.72
1965,2024-05-24 01:17:40.065000+00:00,1004.29,13.84,0.0,90.58
1966,2024-05-24 01:18:40.131000+00:00,1004.29,13.81,0.0,90.52
1967,2024-05-24 01:19:40.106000+00:00,1004.31,13.77,0.0,91.03
1968,2024-05-24 01:20:40.342000+00:00,1004.31,13.81,0.0,90.92
1969,2024-05-24 01:21:40.334000+00:00,1004.31,13.88,0.0,90.58
1970,2024-05-24 01:22:40.510000+00:00,1004.31,13.89,0.0,89.97
1971,2024-05-24 01:23:40.560000+00:00,,13.88,0.0,90.07
1972,2024-05-24 01:24:40.712000+00:00,,13.84,0.0,90.07
1973,2024-05-24 01:25:40.823000+00:00,1004.32,13.78,0.0,90.72
1974,2024-05-24 01:26:40.991000+00:00,1004.32,13.82,0.0,90.62
1975,2024-05-24 01:27:41.167000+00:00,1004.33,13.97,0.0,90.07
1976,2024-05-24 01:28:41.195000+00:00,1004.33,14.0,0.0,
1977,2024-05-24 01:29:41.372000+00:00,,13.96,0.0,
1978,2024-05-24 01:30:41.427000+00:00,,13.84,0.0,89.87
1979,2024-05-24 01:31:41.583000+00:00,1004.34,13.78,0.0,90.62
1980,2024-05-24 01:32:41.871000+00:00,1004.34,13.75,0.0,90.62
1981,2024-05-24 01:33:41.873000+00:00,1004.35,13.84,0.0,90.72
1982,2024-05-24 01:34:41.935000+00:00,1004.35,13.91,0.0,89.97
1983,2024-05-24 01:35:42.069000+00:00,1004.36,13.79,0.0,90.42
1984,2024-05-24 01:36:42.213000+00:00,1004.36,13.91,0.0,90.48
1985,2024-05-24 01:37:42.281000+00:00,1004.37,13.92,0.0,89.76
1986,2024-05-24 01:38:42.460000+00:00,1004.37,13.84,0.0,89.97
1987,2024-05-24 01:39:42.504000+00:00,1004.37,13.77,0.0,90.52
1988,2024-05-24 01:40:42.642000+00:00,1004.37,13.69,0.0,90.72
1989,2024-05-24 01:41:42.791000+00:00,1004.38,13.77,0.0,90.52
1990,2024-05-24 01:42:42.934000+00:00,,13.81,0.0,90.37
1991,2024-05-24 01:43:43.082000+00:00,,13.89,0.0,90.17
1992,2024-05-24 01:44:43.152000+00:00,,13.89,0.0,90.17
1993,2024-05-24 01:45:43.313000+00:00,,13.95,0.0,89.87
1994,2024-05-24 01:46:43.902000+00:00,1004.4,13.89,0.0,90.17
1995,2024-05-24 01:47:44.523000+00:00,1004.42,13.89,0.0,90.07
1996,2024-05-24 01:48:43.618000+00:00,1004.42,,0.0,90.62
1997,2024-05-24 01:49:43.653000+00:00,1004.41,,0.0,90.58
1998,2024-05-24 01:50:43.798000+00:00,1004.41,,0.0,90.78
1999,2024-05-24 01:51:43.844000+00:00,1004.4,14.02,0.0,90.27
2000,2024-05-24 01:52:44.902000+00:00,1004.4,14.06,0.0,89.87
2001,2024-05-24 01:53:44.133000+00:00,1004.4,14.15,0.0,89.22
2002,2024-05-24 01:54:44.283000+00:00,1004.4,14.15,0.0,89.52
2003,2024-05-24 01:55:44.448000+00:00,1004.4,14.15,0.0,89.11
2004,2024-05-24 01:56:44.503000+00:00,1004.4,14.1,0.0,89.42
2005,2024-05-24 01:57:45.378000+00:00,,14.24,0.0,89.11
2006,2024-05-24 01:58:45.376000+00:00,1004.41,14.18,0.0,89.01
2007,2024-05-24 01:59:44.844000+00:00,1004.42,14.0,0.0,90.07
2008,2024-05-24 02:00:45.014000+00:00,1004.42,14.1,0.0,90.03
2009,2024-05-24 02:01:45.066000+00:00,1004.43,14.17,0.0,89.52
2010,2024-05-24 02:02:45.342000+00:00,1004.44,14.06,0.0,89.72
2011,2024-05-24 02:03:45.334000+00:00,1004.45,13.95,0.0,90.48
2012,2024-05-24 02:04:45.489000+00:00,1004.46,13.91,0.0,91.09
2013,2024-05-24 02:05:45.569000+00:00,,13.99,0.0,90.99
2014,2024-05-24 02:06:45.646000+00:00,,14.07,0.0,90.23
2015,2024-05-24 02:07:45.847000+00:00,,14.15,0.0,90.33
2016,2024-05-24 02:08:45.904000+00:00,,14.24,0.0,89.52
2017,2024-05-24 02:09:46.052000+00:00,1004.44,14.17,0.0,89.72
2018,2024-05-24 02:10:46.202000+00:00,1004.44,14.17,0.0,89.62
2019,2024-05-24 02:11:46.429000+00:00,1004.44,13.96,0.0,90.48
2020,2024-05-24 02:12:46.408000+00:00,1004.43,14.02,0.0,90.99
2021,2024-05-24 02:13:46.565000+00:00,1004.42,13.96,0.0,90.58
2022,2024-05-24 02:14:46.740000+00:00,1004.42,14.03,0.0,90.88
2023,2024-05-24 02:15:46.783000+00:00,1004.42,13.99,0.0,90.68
2024,2024-05-24 02:16:46.935000+00:00,1004.42,13.85,0.0,91.19
2025,2024-05-24 02:17:47.130000+00:00,,13.73,0.0,92.04
2026,2024-05-24 02:18:47.192000+00:00,,13.78,0.0,92.14
2027,2024-05-24 02:19:47.226000+00:00,,13.78,0.0,92.04
2028,2024-05-24 02:20:47.378000+00:00,,13.84,0.0,91.49
2029,2024-05-24 02:21:47.441000+00:00,1004.43,,0.0,
2030,2024-05-24 02:22:47.609000+00:00,1004.44,,0.0,
2031,2024-05-24 02:23:47.660000+00:00,1004.44,14.02,0.0,91.29
2032,2024-05-24 02:24:47.848000+00:00,1004.44,13.97,0.0,91.29
2033,2024-05-24 02:25:47.917000+00:00,1004.45,14.1,0.0,90.44
2034,2024-05-24 02:26:48.064000+00:00,1004.45,14.14,0.0,90.13
2035,2024-05-24 02:27:48.243000+00:00,1004.45,14.2,0.0,90.13
2036,2024-05-24 02:28:48.310000+00:00,1004.44,14.17,0.0,90.23
2037,2024-05-24 02:29:48.454000+00:00,1004.45,,0.0,90.03
2038,2024-05-24 02:30:48.606000+00:00,1004.45,14.1,0.0,90.23
2039,2024-05-24 02:31:48.774000+00:00,1004.46,13.95,0.0,90.78
2040,2024-05-24 02:32:49.035000+00:00,1004.46,13.97,0.0,91.19
2041,2024-05-24 02:33:48.983000+00:00,1004.46,13.92,0.0,91.09
2042,2024-05-24 02:34:49.118000+00:00,,14.0,0.0,90.88
2043,2024-05-24 02:35:49.237000+00:00,,,0.0,90.44
2044,2024-05-24 02:36:49.367000+00:00,,,0.0,
2045,2024-05-24 02:37:49.531000+00:00,,13.99,0.0,
2046,2024-05-24 02:38:49.590000+00:00,,13.96,0.0,90.99
2047,2024-05-24 02:39:49.711000+00:00,,14.02,0.0,90.78
2048,2024-05-24 02:40:49.849000+00:00,,14.07,0.0,
2049,2024-05-24 02:41:50.004000+00:00,,13.95,0.0,90.58
2050,2024-05-24 02:42:50.185000+00:00,1004.42,13.88,0.0,91.09
2051,2024-05-24 02:43:50.237000+00:00,1004.42,13.81,0.0,91.53
2052,2024-05-24 02:44:50.324000+00:00,1004.42,13.75,0.0,91.53
2053,2024-05-24 02:45:51.380000+00:00,1004.42,13.82,0.0,91.49
2054,2024-05-24 02:46:50.644000+00:00,1004.41,13.73,0.0,
2055,2024-05-24 02:47:50.842000+00:00,1004.41,13.81,0.0,
2056,2024-05-24 02:48:50.896000+00:00,1004.41,13.87,0.0,91.49
2057,2024-05-24 02:49:51.060000+00:00,1004.42,13.85,0.0,
2058,2024-05-24 02:50:51.047000+00:00,1004.42,13.89,0.0,
2059,2024-05-24 02:51:51.955000+00:00,1004.42,14.07,0.0,90.74
2060,2024-05-24 02:52:51.256000+00:00,1004.42,13.92,0.0,90.88
2061,2024-05-24 02:53:51.420000+00:00,1004.42,13.88,0.0,91.09
2062,2024-05-24 02:54:51.490000+00:00,1004.43,13.97,0.0,91.19
2063,2024-05-24 02:55:51.635000+00:00,1004.43,14.0,0.0,90.58
2064,2024-05-24 02:56:51.771000+00:00,1004.44,13.97,0.0,90.88
2065,2024-05-24 02:57:51.915000+00:00,1004.44,14.1,0.0,90.44
2066,2024-05-24 02:58:52.044000+00:00,1004.44,14.02,0.0,90.78
2067,2024-05-24 02:59:52.176000+00:00,1004.43,14.03,0.0,
2068,2024-05-24 03:00:52.327000+00:00,1004.44,13.88,0.0,91.29
2069,2024-05-24 03:01:52.501000+00:00,1004.43,14.06,0.0,90.78
2070,2024-05-24 03:02:52.773000+00:00,,,0.0,
2071,2024-05-24 03:03:52.705000+00:00,1004.43,,0.0,
2072,2024-05-24 03:04:53.390000+00:00,,,0.0,
2073,2024-05-24 03:05:52.892000+00:00,,13.81,0.0,91.43
2074,2024-05-24 03:06:52.998000+00:00,,13.75,0.0,91.94
2075,2024-05-24 03:07:53.058000+00:00,,13.89,0.0,91.6
2076,2024-05-24 03:08:53.179000+00:00,1004.45,13.77,0.0,91.43
2077,2024-05-24 03:09:53.334000+00:00,1004.46,13.67,0.0,91.84
2078,2024-05-24 03:10:53.486000+00:00,1004.45,13.66,0.0,91.84
2079,2024-05-24 03:11:54.556000+00:00,1004.46,13.73,0.0,92.04
2080,2024-05-24 03:12:53.802000+00:00,1004.45,13.67,0.0,91.94
2081,2024-05-24 03:13:53.715000+00:00,1004.44,13.67,0.0,
2082,2024-05-24 03:14:53.809000+00:00,1004.44,,0.0,
2083,2024-05-24 03:15:53.945000+00:00,1004.45,13.81,0.0,91.8
2084,2024-05-24 03:16:54.115000+00:00,1004.45,13.81,0.0,91.03
2085,2024-05-24 03:17:54.411000+00:00,1004.45,13.75,0.0,91.64
2086,2024-05-24 03:18:54.374000+00:00,1004.45,13.79,0.0,91.53
2087,2024-05-24 03:19:54.402000+00:00,,13.84,0.0,91.29
2088,2024-05-24 03:20:54.518000+00:00,,13.81,0.0,91.23
2089,2024-05-24 03:21:54.972000+00:00,,13.7,0.0,91.23
2090,2024-05-24 03:22:54.797000+00:00,,13.78,0.0,91.53
2091,2024-05-24 03:23:54.936000+00:00,,13.88,0.0,90.78
2092,2024-05-24 03:24:54.988000+00:00,,13.87,0.0,90.99
2093,2024-05-24 03:25:55.125000+00:00,1004.48,14.02,0.0,90.58
2094,2024-05-24 03:26:55.282000+00:00,1004.47,14.04,0.0,
2095,2024-05-24 03:27:55.410000+00:00,1004.47,13.96,0.0,
2096,2024-05-24 03:28:55.546000+00:00,1004.48,13.88,0.0,91.09
2097,2024-05-24 03:29:55.669000+00:00,1004.48,13.91,0.0,
2098,2024-05-24 03:30:55.797000+00:00,1004.48,13.88,0.0,
2099,2024-05-24 03:31:56.072000+00:00,,13.71,0.0,91.64
2100,2024-05-24 03:32:56.250000+00:00,,13.84,0.0,91.39
2101,2024-05-24 03:33:56.179000+00:00,,,0.0,91.29
2102,2024-05-24 03:34:56.893000+00:00,,13.77,0.0,
2103,2024-05-24 03:35:56.488000+00:00,,13.67,0.0,91.84
2104,2024-05-24 03:36:56.580000+00:00,,13.67,0.0,92.04
2105,2024-05-24 03:37:57.441000+00:00,1004.46,13.78,0.0,91.84
2106,2024-05-24 03:38:57.398000+00:00,1004.46,13.89,0.0,
2107,2024-05-24 03:39:56.780000+00:00,,13.77,0.0,91.64
2108,2024-05-24 03:40:56.930000+00:00,1004.46,13.78,0.0,91.64
2109,2024-05-24 03:41:57.088000+00:00,1004.46,13.66,0.0,91.84
2110,2024-05-24 03:42:57.178000+00:00,1004.47,13.63,0.0,92.35
2111,2024-05-24 03:43:57.221000+00:00,1004.46,13.73,0.0,92.04
2112,2024-05-24 03:44:57.352000+00:00,1004.46,13.77,,91.64
2113,2024-05-24 03:45:57.498000+00:00,1004.46,13.66,,92.04
2114,2024-05-24 03:46:57.660000+00:00,,13.67,,92.04
2115,2024-05-24 03:47:57.776000+00:00,,13.67,,92.35
2116,2024-05-24 03:48:57.772000+00:00,,13.7,,92.04
2117,2024-05-24 03:50:06.477000+00:00,1004.47,13.77,,92.25
2118,2024-05-24 03:50:58+00:00,,13.91,,91.19
2119,2024-05-24 03:51:58.140000+00:00,,13.88,,91.19
2120,2024-05-24 04:12:52.576000+00:00,1004.49,13.92,11.25,91.29
2121,2024-05-24 04:13:49.006000+00:00,1004.5,13.88,11.25,91.19
2122,2024-05-24 04:14:49.096000+00:00,1004.49,13.84,11.25,91.29
2123,2024-05-24 04:15:49.356000+00:00,1004.5,13.77,11.25,91.64
2124,2024-05-24 04:16:49.354000+00:00,1004.5,13.64,11.25,91.94
2125,2024-05-24 04:17:49.460000+00:00,1004.5,13.6,11.25,92.55
2126,2024-05-24 04:18:49.533000+00:00,1004.5,13.62,,92.6
2127,2024-05-24 04:19:49.593000+00:00,1004.51,,,
2128,2024-05-24 04:20:49.799000+00:00,1004.52,,,
2129,2024-05-24 04:21:49.831000+00:00,1004.52,,,
2130,2024-05-24 04:22:49.908000+00:00,1004.52,13.79,,
2131,2024-05-24 04:23:50.136000+00:00,1004.54,13.91,,91.39
2132,2024-05-24 04:24:50.160000+00:00,1004.54,14.1,,90.53
2133,2024-05-24 04:25:50.338000+00:00,1004.54,14.21,,89.92
2134,2024-05-24 04:26:50.466000+00:00,1004.54,14.09,16.88,90.13
2135,2024-05-24 04:27:50.516000+00:00,1004.54,14.1,16.88,90.13
2136,2024-05-24 04:28:51.420000+00:00,1004.54,13.99,16.88,90.58
2137,2024-05-24 04:29:50.756000+00:00,1004.53,13.87,16.88,90.58
2138,2024-05-24 04:30:50.890000+00:00,1004.53,13.78,16.88,91.33
2139,2024-05-24 04:31:51.030000+00:00,1004.54,13.79,16.88,
2140,2024-05-24 04:32:51.314000+00:00,1004.53,14.0,16.88,90.88
2141,2024-05-24 04:33:51.315000+00:00,1004.52,14.06,16.88,90.13
2142,2024-05-24 04:34:51.256000+00:00,1004.51,14.04,,90.58
2143,2024-05-24 04:35:53.051000+00:00,1004.51,,,90.23
2144,2024-05-24 04:36:53.454000+00:00,1004.52,13.95,,90.78
2145,2024-05-24 04:37:51.799000+00:00,1004.53,13.89,,91.09
2146,2024-05-24 04:38:52.105000+00:00,1004.53,13.78,,91.33
2147,2024-05-24 04:39:51.802000+00:00,1004.54,13.71,,91.84
2148,2024-05-24 04:40:51.873000+00:00,1004.55,13.73,,91.84
2149,2024-05-24 04:41:52.034000+00:00,1004.55,13.95,,90.99
2150,2024-05-24 04:42:52.089000+00:00,,13.89,22.5,90.68
2151,2024-05-24 04:43:52.132000+00:00,,14.04,22.5,90.48
2152,2024-05-24 04:44:52.350000+00:00,,14.02,22.5,90.17
2153,2024-05-24 04:45:52.375000+00:00,,13.92,22.5,90.78
2154,2024-05-24 04:46:52.546000+00:00,,13.84,22.5,91.19
2155,2024-05-24 04:47:52.674000+00:00,,13.78,22.5,91.53
2156,2024-05-24 04:48:52.706000+00:00,,13.77,22.5,91.53
2157,2024-05-24 04:49:52.765000+00:00,,13.7,22.5,91.84
2158,2024-05-24 04:50:52.959000+00:00,1004.64,13.78,22.5,
2159,2024-05-24 04:51:53.017000+00:00,1004.64,13.91,22.5,90.99
2160,2024-05-24 04:52:53.135000+00:00,1004.65,13.99,22.5,90.78
2161,2024-05-24 04:53:53.317000+00:00,1004.65,14.02,22.5,89.97
2162,2024-05-24 04:54:53.421000+00:00,1004.66,13.92,,90.48
2163,2024-05-24 04:55:53.564000+00:00,1004.66,13.96,,90.37
2164,2024-05-24 04:56:53.719000+00:00,1004.66,13.96,,90.37
2165,2024-05-24 04:57:53.818000+00:00,,14.09,,90.03
2166,2024-05-24 04:58:53.992000+00:00,,14.24,,89.52
2167,2024-05-24 04:59:54.113000+00:00,,14.27,,88.81
2168,2024-05-24 05:00:54.269000+00:00,,14.18,,89.52
2169,2024-05-24 05:01:54.311000+00:00,,14.33,,88.97
2170,2024-05-24 05:02:55.513000+00:00,,14.43,28.12,88.46
2171,2024-05-24 05:03:54.676000+00:00,1004.69,14.33,28.12,
2172,2024-05-24 05:04:54.716000+00:00,,14.14,28.12,89.01
2173,2024-05-24 05:05:56.445000+00:00,,14.02,28.12,89.66
2174,2024-05-24 05:06:55.007000+00:00,,13.85,28.12,90.17
2175,2024-05-24 05:07:55.142000+00:00,,14.02,28.12,90.07
2176,2024-05-24 05:08:55.340000+00:00,,13.95,28.12,90.07
2177,2024-05-24 05:09:55.396000+00:00,1004.69,14.03,28.12,90.17
2178,2024-05-24 05:10:55.534000+00:00,1004.69,14.15,28.12,89.52
2179,2024-05-24 05:11:55.621000+00:00,1004.69,14.28,33.75,88.97
2180,2024-05-24 05:12:55.758000+00:00,1004.69,14.24,33.75,89.01
2181,2024-05-24 05:13:57.101000+00:00,1004.69,14.17,33.75,89.01
2182,2024-05-24 05:14:56.105000+00:00,1004.69,14.1,,
2183,2024-05-24 05:15:56.925000+00:00,1004.69,14.1,,89.72
2184,2024-05-24 05:16:56.257000+00:00,1004.69,14.18,,89.72
2185,2024-05-24 05:17:56.542000+00:00,1004.69,14.37,,88.97
2186,2024-05-24 05:18:56.552000+00:00,1004.67,14.45,,88.46
2187,2024-05-24 05:19:56.599000+00:00,1004.67,14.39,,88.26
2188,2024-05-24 05:20:56.783000+00:00,1004.67,14.47,,88.26
2189,2024-05-24 05:21:56.838000+00:00,,14.32,,88.36
2190,2024-05-24 05:22:57.035000+00:00,,,45.0,89.01
2191,2024-05-24 05:23:57.146000+00:00,,,45.0,
2192,2024-05-24 05:24:57.198000+00:00,,14.39,45.0,88.87
2193,2024-05-24 05:25:57.336000+00:00,,,45.0,88.76
2194,2024-05-24 05:26:57.472000+00:00,,14.4,45.0,
2195,2024-05-24 05:27:57.559000+00:00,,14.51,45.0,88.52
2196,2024-05-24 05:28:57.618000+00:00,,14.58,45.0,88.01
2197,2024-05-24 05:29:57.816000+00:00,1004.73,14.55,45.0,88.01
2198,2024-05-24 05:30:57.875000+00:00,1004.73,14.57,45.0,87.71
2199,2024-05-24 05:31:58.009000+00:00,1004.73,14.62,45.0,87.71
2200,2024-05-24 05:32:58.344000+00:00,1004.73,14.6,45.0,87.92
2201,2024-05-24 05:33:58.447000+00:00,1004.73,14.62,45.0,87.81
2202,2024-05-24 05:34:58.363000+00:00,1004.73,,45.0,
2203,2024-05-24 05:36:01+00:00,1004.73,,50.62,
2204,2024-05-24 05:36:58.635000+00:00,,14.37,50.62,88.16
2205,2024-05-24 05:37:58.799000+00:00,,,,88.76
2206,2024-05-24 05:38:58.867000+00:00,,14.42,,88.56
2207,2024-05-24 05:39:58.930000+00:00,,14.39,,88.67
2208,2024-05-24 05:40:59.086000+00:00,1004.73,14.47,56.25,88.26
2209,2024-05-24 05:41:59.270000+00:00,1004.73,14.46,56.25,88.26
2210,2024-05-24 05:42:59.944000+00:00,1004.73,14.46,56.25,88.06
2211,2024-05-24 05:43:59.483000+00:00,1004.73,14.52,61.88,88.01
2212,2024-05-24 05:44:59.577000+00:00,1004.73,14.51,61.88,88.42
2213,2024-05-24 05:45:59.634000+00:00,1004.73,14.52,67.5,88.01
2214,2024-05-24 05:47:00.460000+00:00,1004.73,14.42,,88.46
2215,2024-05-24 05:48:00.498000+00:00,,14.57,,88.12
2216,2024-05-24 05:49:00.022000+00:00,1004.73,14.54,73.12,
2217,2024-05-24 05:50:00.207000+00:00,1004.73,14.55,73.12,87.71
2218,2024-05-24 05:51:00.298000+00:00,1004.73,14.54,73.12,87.81
2219,2024-05-24 05:52:00.384000+00:00,1004.73,14.72,78.75,87.61
2220,2024-05-24 05:53:00.461000+00:00,1004.73,14.78,78.75,87.37
2221,2024-05-24 05:54:00.538000+00:00,1004.73,14.95,78.75,86.55
2222,2024-05-24 05:55:00.681000+00:00,1004.72,14.96,84.38,85.53
2223,2024-05-24 05:56:00.761000+00:00,1004.73,14.81,84.38,85.94
2224,2024-05-24 05:57:00.869000+00:00,1004.73,14.61,84.38,87.1
2225,2024-05-24 05:58:01.012000+00:00,1004.73,14.64,90.0,87.4
2226,2024-05-24 05:59:01.084000+00:00,1004.73,14.62,,87.4
2227,2024-05-24 06:00:01.258000+00:00,1004.73,14.78,,86.96
2228,2024-05-24 06:01:01.329000+00:00,1004.73,14.75,,86.76
2229,2024-05-24 06:02:01.478000+00:00,1004.74,14.73,,87.2
2230,2024-05-24 06:03:01.624000+00:00,1004.74,14.69,,87.3
2231,2024-05-24 06:04:01.792000+00:00,1004.76,14.84,,86.86
2232,2024-05-24 06:05:01.882000+00:00,,15.06,,85.9
2233,2024-05-24 06:06:01.919000+00:00,,14.95,78.75,86.25
2234,2024-05-24 06:07:02.069000+00:00,,14.99,78.75,86.45
2235,2024-05-24 06:08:02.155000+00:00,,15.01,78.75,85.8
2236,2024-05-24 06:09:02.269000+00:00,,15.01,78.75,85.9
2237,2024-05-24 06:10:02.444000+00:00,,14.98,78.75,85.33
2238,2024-05-24 06:11:02.554000+00:00,,14.86,,85.94
2239,2024-05-24 06:12:02.734000+00:00,,14.81,78.75,86.76
2240,2024-05-24 06:13:02.801000+00:00,,14.84,78.75,86.35
2241,2024-05-24 06:14:02.939000+00:00,,,78.75,86.96
2242,2024-05-24 06:15:03.175000+00:00,,14.77,78.75,
2243,2024-05-24 06:16:03.958000+00:00,1004.9,14.95,78.75,86.55
2244,2024-05-24 06:17:03.292000+00:00,1004.89,14.95,78.75,86.76
2245,2024-05-24 06:18:04.114000+00:00,1004.9,15.06,78.75,86.1
2246,2024-05-24 06:19:03.612000+00:00,1004.9,15.09,78.75,85.8
2247,2024-05-24 06:20:04.075000+00:00,1004.9,15.02,84.38,85.7
2248,2024-05-24 06:21:03.725000+00:00,1004.91,15.14,84.38,85.7
2249,2024-05-24 06:22:03.884000+00:00,1004.9,15.17,84.38,84.99
2250,2024-05-24 06:23:04.054000+00:00,1004.9,15.23,84.38,85.05
2251,2024-05-24 06:24:04.125000+00:00,1004.9,15.2,,84.04
2252,2024-05-24 06:25:04.303000+00:00,1004.91,,,84.69
2253,2024-05-24 06:26:04.353000+00:00,1004.9,,,85.53
2254,2024-05-24 06:27:04.501000+00:00,1004.91,,,
2255,2024-05-24 06:28:04.661000+00:00,1004.91,,,85.5
2256,2024-05-24 06:29:04.789000+00:00,1004.91,,,85.09
2257,2024-05-24 06:30:07.718000+00:00,1004.92,15.21,,85.05
2258,2024-05-24 06:31:05.359000+00:00,,15.49,,84.0
2259,2024-05-24 06:32:05.111000+00:00,,15.36,95.62,83.73
2260,2024-05-24 06:33:05.406000+00:00,,15.43,95.62,84.2
2261,2024-05-24 06:34:05.966000+00:00,,15.31,95.62,84.04
2262,2024-05-24 06:35:05.474000+00:00,,15.36,95.62,84.44
2263,2024-05-24 06:36:05.609000+00:00,,15.38,95.62,84.04
2264,2024-05-24 06:37:05.657000+00:00,1004.96,15.27,95.62,84.44
2265,2024-05-24 06:38:05.897000+00:00,1004.97,15.32,95.62,84.55
2266,2024-05-24 06:39:06.015000+00:00,1004.97,15.2,95.62,84.64
2267,2024-05-24 06:40:06.977000+00:00,1004.98,15.32,95.62,84.95
2268,2024-05-24 06:41:06.195000+00:00,1004.98,15.28,95.62,84.75
2269,2024-05-24 06:42:06.362000+00:00,1004.98,15.39,95.62,84.64
2270,2024-05-24 06:43:06.440000+00:00,1004.98,15.65,95.62,83.86
2271,2024-05-24 06:44:06.522000+00:00,1004.99,15.56,101.25,83.29
2272,2024-05-24 06:45:07.041000+00:00,,15.47,106.88,84.1
2273,2024-05-24 06:46:06.744000+00:00,,15.56,106.88,83.9
2274,2024-05-24 06:47:06.870000+00:00,,15.54,112.5,83.69
2275,2024-05-24 06:48:07.005000+00:00,,,,84.44
2276,2024-05-24 06:50:07.952000+00:00,1005.01,,,
2277,2024-05-24 06:51:07.274000+00:00,1005.01,,,
2278,2024-05-24 06:54:07.498000+00:00,,,,82.64
2279,2024-05-24 06:55:07.638000+00:00,,15.86,,
2280,2024-05-24 06:56:09.654000+00:00,1005.0,16.04,,82.2
2281,2024-05-24 06:57:08.045000+00:00,,16.09,,81.29
2282,2024-05-24 06:58:08.050000+00:00,,16.0,,82.1
2283,2024-05-24 06:59:08.118000+00:00,,16.04,151.88,81.79
2284,2024-05-24 07:00:08.336000+00:00,,16.0,151.88,81.69
2285,2024-05-24 07:01:08.408000+00:00,1005.0,16.05,151.88,81.99
2286,2024-05-24 07:02:08.615000+00:00,,16.33,151.88,81.25
2287,2024-05-24 07:03:08.685000+00:00,1005.0,16.14,151.88,81.45
2288,2024-05-24 07:04:08.752000+00:00,1005.0,16.08,151.88,81.99
2289,2024-05-24 07:05:08.923000+00:00,1005.01,15.94,151.88,81.9
2290,2024-05-24 07:06:08.997000+00:00,1005.0,15.82,151.88,81.93
2291,2024-05-24 07:07:09.052000+00:00,1005.0,15.97,146.25,82.2
2292,2024-05-24 07:08:09.205000+00:00,1005.0,16.0,146.25,81.29
2293,2024-05-24 07:09:09.297000+00:00,1005.0,,146.25,81.99
2294,2024-05-24 07:10:09.444000+00:00,1005.0,,151.88,82.2
2295,2024-05-24 07:11:09.555000+00:00,,16.28,151.88,81.25
2296,2024-05-24 07:12:09.720000+00:00,1005.0,16.27,151.88,80.74
