,location,createdAt,value,isOutlier,Id,outlier
0,"[8.410042, 49.001548]",2024-06-09T09:35:23.163Z,21.69,False,6645db6eeb5aad0007a6e4b7,
1,"[8.410042, 49.001548]",2024-06-09T09:34:22.993Z,21.54,False,6645db6eeb5aad0007a6e4b7,
2,"[8.410042, 49.001548]",2024-06-09T09:33:22.852Z,21.44,False,6645db6eeb5aad0007a6e4b7,
3,"[8.410042, 49.001548]",2024-06-09T09:32:22.861Z,21.80,False,6645db6eeb5aad0007a6e4b7,
4,"[8.410042, 49.001548]",2024-06-09T09:31:22.636Z,21.67,False,6645db6eeb5aad0007a6e4b7,
5,"[8.410042, 49.001548]",2024-06-09T09:30:22.789Z,21.72,False,6645db6eeb5aad0007a6e4b7,
6,"[8.410042, 49.001548]",2024-06-09T09:29:22.403Z,21.82,False,6645db6eeb5aad0007a6e4b7,
7,"[8.410042, 49.001548]",2024-06-09T09:28:22.266Z,21.82,False,6645db6eeb5aad0007a6e4b7,
8,"[8.410042, 49.001548]",2024-06-09T09:27:22.139Z,21.99,False,6645db6eeb5aad0007a6e4b7,
9,"[8.410042, 49.001548]",2024-06-09T09:26:21.981Z,21.88,False,6645db6eeb5aad0007a6e4b7,
10,"[8.410042, 49.001548]",2024-06-09T09:25:21.842Z,21.88,False,6645db6eeb5aad0007a6e4b7,
11,"[8.410042, 49.001548]",2024-06-09T09:24:21.710Z,21.98,False,6645db6eeb5aad0007a6e4b7,
12,"[8.410042, 49.001548]",2024-06-09T09:23:21.673Z,22.03,False,6645db6eeb5aad0007a6e4b7,
13,"[8.410042, 49.001548]",2024-06-09T09:22:21.504Z,21.91,False,6645db6eeb5aad0007a6e4b7,
14,"[8.410042, 49.001548]",2024-06-09T09:21:21.337Z,21.79,False,6645db6eeb5aad0007a6e4b7,
15,"[8.410042, 49.001548]",2024-06-09T09:20:21.194Z,21.69,False,6645db6eeb5aad0007a6e4b7,
16,"[8.410042, 49.001548]",2024-06-09T09:19:21.182Z,21.56,False,6645db6eeb5aad0007a6e4b7,
17,"[8.410042, 49.001548]",2024-06-09T09:18:21.138Z,21.38,True,6645db6eeb5aad0007a6e4b7,
18,"[8.410042, 49.001548]",2024-06-09T09:17:20.985Z,21.28,True,6645db6eeb5aad0007a6e4b7,
19,"[8.410042, 49.001548]",2024-06-09T09:16:20.777Z,21.25,True,6645db6eeb5aad0007a6e4b7,
20,"[8.410042, 49.001548]",2024-06-09T09:15:22.301Z,21.56,False,6645db6eeb5aad0007a6e4b7,
21,"[8.410042, 49.001548]",2024-06-09T09:14:20.524Z,21.68,False,6645db6eeb5aad0007a6e4b7,
22,"[8.410042, 49.001548]",2024-06-09T09:13:20.470Z,21.64,False,6645db6eeb5aad0007a6e4b7,
23,"[8.410042, 49.001548]",2024-06-09T09:12:20.295Z,21.69,False,6645db6eeb5aad0007a6e4b7,
24,"[8.410042, 49.001548]",2024-06-09T09:11:20.255Z,21.53,False,6645db6eeb5aad0007a6e4b7,
25,"[8.410042, 49.001548]",2024-06-09T09:10:20.203Z,21.54,False,6645db6eeb5aad0007a6e4b7,
26,"[8.410042, 49.001548]",2024-06-09T09:09:19.918Z,21.56,False,6645db6eeb5aad0007a6e4b7,
27,"[8.410042, 49.001548]",2024-06-09T09:08:19.883Z,21.56,False,6645db6eeb5aad0007a6e4b7,
28,"[8.410042, 49.001548]",2024-06-09T09:07:19.699Z,21.47,False,6645db6eeb5aad0007a6e4b7,
29,"[8.410042, 49.001548]",2024-06-09T09:06:20.473Z,21.42,False,6645db6eeb5aad0007a6e4b7,
30,"[8.410042, 49.001548]",2024-06-09T09:05:19.523Z,21.32,False,6645db6eeb5aad0007a6e4b7,
31,"[8.410042, 49.001548]",2024-06-09T09:04:19.395Z,21.52,False,6645db6eeb5aad0007a6e4b7,
32,"[8.410042, 49.001548]",2024-06-09T09:03:19.337Z,21.40,False,6645db6eeb5aad0007a6e4b7,
33,"[8.410042, 49.001548]",2024-06-09T09:02:19.243Z,21.34,False,6645db6eeb5aad0007a6e4b7,
34,"[8.410042, 49.001548]",2024-06-09T09:01:19.088Z,21.37,False,6645db6eeb5aad0007a6e4b7,
35,"[8.410042, 49.001548]",2024-06-09T09:00:18.897Z,21.38,False,6645db6eeb5aad0007a6e4b7,
36,"[8.410042, 49.001548]",2024-06-09T08:59:18.750Z,21.21,False,6645db6eeb5aad0007a6e4b7,
37,"[8.410042, 49.001548]",2024-06-09T08:58:18.701Z,21.12,True,6645db6eeb5aad0007a6e4b7,
38,"[8.410042, 49.001548]",2024-06-09T08:57:18.500Z,21.07,True,6645db6eeb5aad0007a6e4b7,
39,"[8.410042, 49.001548]",2024-06-09T08:56:18.349Z,21.31,False,6645db6eeb5aad0007a6e4b7,
40,"[8.410042, 49.001548]",2024-06-09T08:55:18.208Z,21.27,False,6645db6eeb5aad0007a6e4b7,
41,"[8.410042, 49.001548]",2024-06-09T08:54:18.070Z,21.34,False,6645db6eeb5aad0007a6e4b7,
42,"[8.410042, 49.001548]",2024-06-09T08:53:18.026Z,21.21,False,6645db6eeb5aad0007a6e4b7,
43,"[8.410042, 49.001548]",2024-06-09T08:52:18.477Z,21.10,True,6645db6eeb5aad0007a6e4b7,
44,"[8.410042, 49.001548]",2024-06-09T08:51:17.677Z,21.40,False,6645db6eeb5aad0007a6e4b7,
45,"[8.410042, 49.001548]",2024-06-09T08:50:17.513Z,21.42,False,6645db6eeb5aad0007a6e4b7,
46,"[8.410042, 49.001548]",2024-06-09T08:49:17.391Z,21.52,False,6645db6eeb5aad0007a6e4b7,
47,"[8.410042, 49.001548]",2024-06-09T08:48:17.386Z,21.47,False,6645db6eeb5aad0007a6e4b7,
48,"[8.410042, 49.001548]",2024-06-09T08:47:17.305Z,21.31,False,6645db6eeb5aad0007a6e4b7,
49,"[8.410042, 49.001548]",2024-06-09T08:46:17.053Z,21.12,False,6645db6eeb5aad0007a6e4b7,
50,"[8.410042, 49.001548]",2024-06-09T08:45:16.893Z,21.13,False,6645db6eeb5aad0007a6e4b7,
51,"[8.410042, 49.001548]",2024-06-09T08:44:16.773Z,21.17,False,6645db6eeb5aad0007a6e4b7,
52,"[8.410042, 49.001548]",2024-06-09T08:43:16.630Z,21.10,False,6645db6eeb5aad0007a6e4b7,
53,"[8.410042, 49.001548]",2024-06-09T08:42:16.579Z,21.29,False,6645db6eeb5aad0007a6e4b7,
54,"[8.410042, 49.001548]",2024-06-09T08:41:16.508Z,21.10,False,6645db6eeb5aad0007a6e4b7,
55,"[8.410042, 49.001548]",2024-06-09T08:40:16.423Z,21.03,False,6645db6eeb5aad0007a6e4b7,
